Time,Model,Epochs,Batch,Loss,Purpose,Data
2021-12-15,numbert,0,0,0.76875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.8125,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.8843749999999999,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.84375,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9166666666666666,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.99375,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9166666666666666,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.996875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9270833333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9270833333333334,avg testing f1,dirty_amazon_itunes
2021-12-15,bert,1,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,bert,1,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,bert,2,0,0.834375,avg training f1,dirty_amazon_itunes
2021-12-15,bert,2,0,0.7604166666666666,avg validating f1,dirty_amazon_itunes
2021-12-15,bert,3,0,0.88125,avg training f1,dirty_amazon_itunes
2021-12-15,bert,3,0,0.8020833333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,bert,4,0,0.909375,avg training f1,dirty_amazon_itunes
2021-12-15,bert,4,0,0.84375,avg validating f1,dirty_amazon_itunes
2021-12-15,bert,5,0,0.95625,avg training f1,dirty_amazon_itunes
2021-12-15,bert,5,0,0.84375,avg validating f1,dirty_amazon_itunes
2021-12-15,bert,6,0,0.959375,avg training f1,dirty_amazon_itunes
2021-12-15,bert,6,0,0.8333333333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,bert,0,0,0.8958333333333334,avg testing f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.759375,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.8020833333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9270833333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.996875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9375,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9375,avg testing f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.8000000000000002,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.8854166666666666,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.990625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9375,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,1.0,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,1.0,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9791666666666666,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg testing f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.753125,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9270833333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.996875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9375,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg testing f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.753125,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9270833333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.996875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9375,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg testing f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.615625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.7708333333333333,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.796875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.8125,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.925,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9166666666666666,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.96875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.996875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.996875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.96875,avg testing f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.615625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.7708333333333333,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.796875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.8125,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.925,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9166666666666666,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.96875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.996875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.996875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.96875,avg testing f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.615625,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.7708333333333333,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.796875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.8125,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.925,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9166666666666666,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.96875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.996875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.996875,avg training f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.9583333333333334,avg validating f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.96875,avg testing f1,dirty_amazon_itunes
2021-12-15,numbert,0,0,0.8989175977653632,avg training f1,abt_buy
2021-12-15,numbert,0,0,0.9532563025210083,avg validating f1,abt_buy
2021-12-15,numbert,0,0,0.9614175977653632,avg training f1,abt_buy
2021-12-15,numbert,0,0,0.9585084033613446,avg validating f1,abt_buy
2021-12-15,numbert,0,0,0.9860335195530726,avg training f1,abt_buy
2021-12-15,numbert,0,0,0.9569327731092436,avg validating f1,abt_buy
2021-12-15,numbert,0,0,0.9926675977653632,avg training f1,abt_buy
2021-12-15,numbert,0,0,0.9632352941176472,avg validating f1,abt_buy
2021-12-15,numbert,0,0,0.9966829608938548,avg training f1,abt_buy
2021-12-15,numbert,0,0,0.9621848739495799,avg validating f1,abt_buy
2021-12-15,numbert,0,0,0.9980796089385476,avg training f1,abt_buy
2021-12-15,numbert,0,0,0.9637605042016808,avg validating f1,abt_buy
2021-12-15,numbert,0,0,0.9669117647058824,avg testing f1,abt_buy
2021-12-15,numbert,0,0,0.88525390625,avg training f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.95654296875,avg validating f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.96826171875,avg training f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.96435546875,avg validating f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.984375,avg training f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.962890625,avg validating f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.9912109375,avg training f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.962890625,avg validating f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.9967447916666666,avg training f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.96240234375,avg validating f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.9986979166666666,avg training f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.9658203125,avg validating f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.97216796875,avg testing f1,dirty_walmart_amazon
2021-12-15,numbert,0,0,0.9655777537796976,avg training f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.9874188311688312,avg validating f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.9908207343412528,avg training f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.9878246753246752,avg validating f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.9964902807775378,avg training f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.9910714285714286,avg validating f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.9967602591792656,avg training f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.9926948051948052,avg validating f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.9979751619870412,avg training f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.9935064935064936,avg validating f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.9978401727861772,avg training f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.9931006493506492,avg validating f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.994724025974026,avg testing f1,dirty_dblp_acm
2021-12-15,numbert,0,0,0.9602114312267658,avg training f1,dirty_dblp_scholar
2021-12-15,numbert,0,0,0.9727653631284916,avg validating f1,dirty_dblp_scholar
2021-12-15,numbert,0,0,0.9833294609665428,avg training f1,dirty_dblp_scholar
2021-12-15,numbert,0,0,0.9813198324022346,avg validating f1,dirty_dblp_scholar
2021-12-15,numbert,0,0,0.9937848513011152,avg training f1,dirty_dblp_scholar
2021-12-15,numbert,0,0,0.9818435754189944,avg validating f1,dirty_dblp_scholar
2021-12-15,numbert,0,0,0.9968052973977696,avg training f1,dirty_dblp_scholar
2021-12-15,numbert,0,0,0.9825418994413408,avg validating f1,dirty_dblp_scholar
2021-12-15,numbert,0,0,0.9985478624535316,avg training f1,dirty_dblp_scholar
2021-12-15,numbert,0,0,0.982018156424581,avg validating f1,dirty_dblp_scholar
2021-12-15,numbert,0,0,0.9991868029739776,avg training f1,dirty_dblp_scholar
2021-12-15,numbert,0,0,0.982891061452514,avg validating f1,dirty_dblp_scholar
2021-12-15,numbert,0,0,0.9807960893854748,avg testing f1,dirty_dblp_scholar
2021-12-15,bert,1,0,0.9074883449883449,avg training f1,amazon_google
2021-12-15,bert,1,0,0.9375,avg validating f1,amazon_google
2021-12-15,bert,2,0,0.9449300699300699,avg training f1,amazon_google
2021-12-15,bert,2,0,0.9322552447552448,avg validating f1,amazon_google
2021-12-15,bert,3,0,0.9666375291375292,avg training f1,amazon_google
2021-12-15,bert,3,0,0.9431818181818182,avg validating f1,amazon_google
2021-12-15,bert,4,0,0.9814976689976692,avg training f1,amazon_google
2021-12-15,bert,4,0,0.9414335664335663,avg validating f1,amazon_google
2021-12-15,bert,5,0,0.9883449883449884,avg training f1,amazon_google
2021-12-15,bert,5,0,0.9388111888111887,avg validating f1,amazon_google
2021-12-15,bert,6,0,0.990967365967366,avg training f1,amazon_google
2021-12-15,bert,6,0,0.9392482517482521,avg validating f1,amazon_google
2021-12-15,bert,0,0,0.9449300699300699,avg testing f1,amazon_google
2021-12-15,bert,1,0,0.653125,avg training f1,dirty_amazon_itunes
2021-12-15,bert,1,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,bert,2,0,0.75625,avg training f1,dirty_amazon_itunes
2021-12-15,bert,2,0,0.75,avg validating f1,dirty_amazon_itunes
2021-12-15,bert,3,0,0.871875,avg training f1,dirty_amazon_itunes
2021-12-15,bert,3,0,0.8645833333333333,avg validating f1,dirty_amazon_itunes
2021-12-15,bert,4,0,0.99375,avg training f1,dirty_amazon_itunes
2021-12-15,bert,4,0,0.9166666666666666,avg validating f1,dirty_amazon_itunes
2021-12-15,bert,5,0,0.996875,avg training f1,dirty_amazon_itunes
2021-12-15,bert,5,0,0.9166666666666666,avg validating f1,dirty_amazon_itunes
2021-12-15,bert,6,0,0.996875,avg training f1,dirty_amazon_itunes
2021-12-15,bert,6,0,0.9166666666666666,avg validating f1,dirty_amazon_itunes
2021-12-15,bert,0,0,0.9375,avg testing f1,dirty_amazon_itunes
2021-12-15,bert,1,0,0.9228351955307262,avg training f1,abt_buy
2021-12-15,bert,1,0,0.9516806722689076,avg validating f1,abt_buy
2021-12-15,bert,2,0,0.9718924581005588,avg training f1,abt_buy
2021-12-15,bert,2,0,0.9574579831932774,avg validating f1,abt_buy
2021-12-15,bert,3,0,0.9844622905027932,avg training f1,abt_buy
2021-12-15,bert,3,0,0.970063025210084,avg validating f1,abt_buy
2021-12-15,bert,4,0,0.9930167597765364,avg training f1,abt_buy
2021-12-15,bert,4,0,0.9732142857142856,avg validating f1,abt_buy
2021-12-15,bert,5,0,0.9956354748603352,avg training f1,abt_buy
2021-12-15,bert,5,0,0.9705882352941176,avg validating f1,abt_buy
2021-12-15,bert,6,0,0.9972067039106144,avg training f1,abt_buy
2021-12-15,bert,6,0,0.9726890756302521,avg validating f1,abt_buy
2021-12-15,bert,0,0,0.9732142857142856,avg testing f1,abt_buy
2021-12-15,bert,1,0,0.9156901041666666,avg training f1,dirty_walmart_amazon
2021-12-15,bert,1,0,0.958984375,avg validating f1,dirty_walmart_amazon
2021-12-15,bert,2,0,0.9680989583333334,avg training f1,dirty_walmart_amazon
2021-12-15,bert,2,0,0.96435546875,avg validating f1,dirty_walmart_amazon
2021-12-15,bert,3,0,0.9886067708333334,avg training f1,dirty_walmart_amazon
2021-12-15,bert,3,0,0.96630859375,avg validating f1,dirty_walmart_amazon
2021-12-15,bert,4,0,0.9947916666666666,avg training f1,dirty_walmart_amazon
2021-12-15,bert,4,0,0.9658203125,avg validating f1,dirty_walmart_amazon
2021-12-15,bert,5,0,0.9986979166666666,avg training f1,dirty_walmart_amazon
2021-12-15,bert,5,0,0.9658203125,avg validating f1,dirty_walmart_amazon
2021-12-15,bert,6,0,0.9991861979166666,avg training f1,dirty_walmart_amazon
2021-12-15,bert,6,0,0.96484375,avg validating f1,dirty_walmart_amazon
2021-12-15,bert,0,0,0.9697265625,avg testing f1,dirty_walmart_amazon
2021-12-15,bert,1,0,0.9644978401727862,avg training f1,dirty_dblp_acm
2021-12-15,bert,1,0,0.9862012987012987,avg validating f1,dirty_dblp_acm
2021-12-15,bert,2,0,0.9931155507559395,avg training f1,dirty_dblp_acm
2021-12-15,bert,2,0,0.9931006493506493,avg validating f1,dirty_dblp_acm
2021-12-15,bert,3,0,0.9966252699784017,avg training f1,dirty_dblp_acm
2021-12-15,bert,3,0,0.9935064935064936,avg validating f1,dirty_dblp_acm
2021-12-15,bert,4,0,0.9975701943844493,avg training f1,dirty_dblp_acm
2021-12-15,bert,4,0,0.9943181818181818,avg validating f1,dirty_dblp_acm
2021-12-15,bert,5,0,0.9973002159827213,avg training f1,dirty_dblp_acm
2021-12-15,bert,5,0,0.9939123376623377,avg validating f1,dirty_dblp_acm
2021-12-15,bert,6,0,0.9978401727861771,avg training f1,dirty_dblp_acm
2021-12-15,bert,6,0,0.9943181818181818,avg validating f1,dirty_dblp_acm
2021-12-15,bert,0,0,0.9951298701298701,avg testing f1,dirty_dblp_acm
