,all_text_data,len
39,"[14654, 102, 15775, 22272, 10755, 16921, 102, 1010, 102, 1061, 1012, 102, 2632, 2361, 102, 2004, 3122, 21131, 102, 1010, 102, 8223, 9351, 102, 17709, 3022, 3089, 102, 1010, 102, 27316, 3022, 102, 10768, 24864, 2015, 102, 1010, 102, 11810, 1011, 1044, 7447, 102, 2821, 102, 16660, 102]",48
40,"[4901, 102, 2358, 2890, 7317, 2080, 102, 1010, 102, 6798, 102, 26659, 102, 16660, 102]",15
41,"[24969, 4859, 7352, 102, 12170, 3669, 6935, 102, 1010, 102, 7221, 2226, 102, 11472, 4181, 102, 1010, 102, 8181, 102, 9033, 20850, 2545, 7507, 5753, 102, 1010, 102, 11948, 4402, 2615, 102, 20710, 3406, 5856, 102, 1058, 6392, 2497, 102]",40
42,"[14833, 102, 6211, 102, 1010, 102, 4496, 8296, 102, 23168, 102, 1010, 102, 20904, 2080, 102, 9152, 8950, 102, 16660, 102]",21
43,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
44,"[7762, 102, 9172, 1011, 10337, 102, 1010, 102, 3312, 102, 14855, 3900, 102, 1010, 102, 2198, 102, 1049, 1012, 102, 11338, 5289, 2078, 102, 1010, 102, 4172, 102, 20996, 17854, 7361, 28262, 102, 1010, 102, 1062, 5369, 2595, 13860, 102, 2299, 102, 1010, 102, 4459, 102, 19543, 102, 1010, 102, 12436, 22172, 102, 20729, 102, 9033, 21693, 7716, 102, 3034, 102]",61
45,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
46,"[3958, 102, 14899, 2239, 102, 1010, 102, 4080, 102, 1041, 28992, 4059, 102, 16660, 102]",15
47,"[16660, 102, 16660, 102]",4
48,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
49,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
50,"[7112, 102, 2022, 17753, 102, 1010, 102, 2957, 102, 1054, 1012, 102, 14163, 3372, 2480, 102, 1010, 102, 7890, 6444, 102, 1043, 11774, 11106, 8486, 4143, 25383, 102, 1010, 102, 27735, 10513, 102, 18414, 102, 9033, 21693, 7716, 102, 3034, 102]",41
51,"[7986, 102, 16216, 12190, 2050, 102, 1010, 102, 11928, 20303, 102, 15990, 102, 16660, 102]",15
52,"[7003, 1011, 17286, 102, 12555, 102, 9033, 21693, 7716, 102, 2501, 102]",12
53,"[15654, 102, 14255, 21709, 2618, 102, 1010, 102, 28517, 8193, 102, 1062, 18505, 10139, 102, 1010, 102, 22725, 102, 8038, 22332, 5369, 3567, 102, 1010, 102, 2585, 102, 3742, 8445, 102, 16660, 102]",33
54,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
55,"[3235, 102, 27515, 102, 9033, 21693, 7716, 102, 2501, 102]",10
56,"[3817, 102, 1055, 1012, 102, 2057, 6392, 102, 1010, 102, 19474, 102, 1043, 1012, 102, 23945, 102, 1010, 102, 14661, 102, 29241, 5740, 2615, 102, 1010, 102, 2632, 2239, 102, 1061, 1012, 102, 13084, 10736, 102, 9033, 21693, 7716, 102, 3034, 102]",42
57,"[16660, 102, 16660, 102]",4
58,"[12460, 102, 2139, 14227, 2884, 102, 1010, 102, 2848, 102, 8670, 19042, 2078, 102, 1010, 102, 4496, 8296, 102, 15536, 21804, 2078, 102, 1010, 102, 8262, 102, 15544, 3215, 2818, 102, 1010, 102, 13723, 102, 6519, 17713, 2080, 102, 9033, 21693, 7716, 102, 3034, 102]",45
59,"[16660, 102, 16660, 102]",4
60,"[2175, 26327, 102, 24665, 6679, 7959, 102, 16660, 102]",9
61,"[12460, 102, 11417, 5582, 2121, 102, 16660, 102]",8
62,"[12776, 102, 8945, 16377, 3490, 2213, 102, 1010, 102, 4754, 102, 11748, 24979, 2666, 2480, 102, 1010, 102, 11169, 102, 16405, 7474, 2389, 102, 1010, 102, 23978, 102, 3960, 3170, 4887, 102, 1058, 6392, 2497, 102]",36
63,"[11529, 4095, 102, 5185, 12044, 2696, 3567, 102, 1010, 102, 15585, 102, 10556, 23270, 8337, 2401, 102, 1010, 102, 7638, 102, 1056, 1012, 102, 12835, 102, 1010, 102, 1044, 1012, 102, 1058, 1012, 102, 14855, 3654, 10521, 2232, 102, 16660, 102]",41
64,"[16660, 102, 1058, 6392, 2497, 102, 1046, 1012, 102]",9
65,"[1039, 1012, 102, 18529, 102, 9033, 21693, 7716, 102, 3034, 102]",11
66,"[16660, 102, 16660, 102]",4
67,"[3660, 102, 21882, 5484, 102, 1058, 6392, 2497, 102]",9
68,"[16660, 102, 16660, 102]",4
69,"[16660, 102, 16660, 102]",4
70,"[26151, 2102, 102, 6845, 3695, 102, 1010, 102, 12022, 102, 8675, 102, 1010, 102, 10590, 102, 7439, 1011, 25601, 102, 16660, 102]",22
71,"[16660, 102, 16660, 102]",4
72,"[16660, 102, 16660, 102]",4
73,"[13619, 8977, 102, 13008, 19648, 12693, 25690, 2226, 102, 1010, 102, 12436, 12439, 2483, 102, 17850, 2923, 28173, 2015, 102, 1010, 102, 4172, 102, 12849, 14066, 2015, 102, 16660, 102]",30
74,"[17002, 102, 8607, 102, 9033, 21693, 7716, 102, 2501, 102]",10
75,"[14163, 9681, 2232, 102, 14163, 29358, 13832, 3490, 102, 1010, 102, 18995, 2063, 102, 1037, 1012, 102, 2448, 4181, 8602, 2121, 102, 1010, 102, 8418, 2078, 102, 9327, 102, 1010, 102, 4422, 102, 7104, 102, 1010, 102, 26261, 18032, 102, 4828, 102, 16660, 102]",44
76,"[8594, 102, 2235, 102, 1010, 102, 10481, 102, 13433, 18845, 12044, 27572, 2483, 102, 16660, 102]",16
77,"[3656, 102, 9932, 7520, 102, 1010, 102, 7673, 102, 15536, 9527, 102, 1010, 102, 3312, 102, 1049, 1012, 102, 25038, 8602, 102, 9353, 2213, 102, 9099, 102, 1012, 102, 7809, 102, 25353, 3367, 102, 1012, 102]",36
78,"[16660, 102, 16660, 102]",4
79,"[16660, 102, 9353, 2213, 102, 9099, 102, 1012, 102, 7809, 102, 25353, 3367, 102, 1012, 102]",16
80,"[13865, 102, 1047, 8523, 102, 1010, 102, 3581, 102, 9587, 8043, 102, 1010, 102, 9353, 14341, 102, 1047, 14995, 4757, 102, 1058, 6392, 2497, 102]",25
81,"[16660, 102, 16660, 102]",4
82,"[16660, 102, 16660, 102]",4
83,"[16660, 102, 1058, 6392, 2497, 102]",6
84,"[2585, 102, 12436, 17140, 5737, 10649, 102, 16660, 102]",9
85,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
86,"[16660, 102, 16660, 102]",4
87,"[5586, 102, 8962, 3436, 2121, 102, 1010, 102, 2632, 2239, 102, 1061, 1012, 102, 12767, 102, 1058, 6392, 2497, 102]",20
88,"[16660, 102, 16660, 102]",4
89,"[15953, 2891, 102, 3282, 7361, 18845, 2015, 102, 1010, 102, 10488, 16643, 6155, 102, 21025, 27296, 102, 1010, 102, 4172, 102, 12849, 14066, 2015, 102, 9033, 21693, 7716, 102, 3034, 102]",31
90,"[5003, 15689, 2232, 102, 1058, 1012, 102, 2614, 2389, 3351, 6673, 102, 1010, 102, 2061, 27417, 102, 15775, 22272, 8237, 3775, 102, 1010, 102, 26822, 13098, 2050, 102, 6060, 102, 1058, 6392, 2497, 102]",34
91,"[16660, 102, 1058, 6392, 2497, 102]",6
92,"[16660, 102, 1058, 6392, 2497, 102]",6
93,"[16660, 102, 16660, 102]",4
94,"[1055, 1012, 102, 19219, 11650, 4819, 102, 1010, 102, 11529, 4095, 102, 5185, 12044, 2696, 3567, 102, 1010, 102, 17768, 6979, 102, 14115, 23017, 2078, 102, 1010, 102, 10799, 102, 1042, 1012, 102, 6583, 18533, 2239, 102, 16660, 102]",39
95,"[2957, 102, 1056, 1012, 102, 1055, 3630, 2094, 19673, 102, 9033, 21693, 7716, 102, 2501, 102]",16
96,"[10999, 102, 17649, 102, 9033, 21693, 7716, 102, 2501, 102]",10
97,"[11895, 10020, 102, 8802, 102, 1010, 102, 6927, 102, 1039, 1012, 102, 9587, 13088, 2100, 102, 1010, 102, 10852, 102, 1038, 1012, 102, 22194, 102, 9033, 21693, 7716, 102, 3034, 102]",31
98,"[19523, 23057, 102, 18816, 2319, 102, 16660, 102]",8
99,"[10481, 102, 13433, 18845, 12044, 27572, 2483, 102, 1010, 102, 8594, 102, 2235, 102, 1058, 6392, 2497, 102]",18
100,"[16660, 102, 1058, 6392, 2497, 102]",6
101,"[3817, 102, 1055, 1012, 102, 2057, 6392, 102, 1010, 102, 2632, 2239, 102, 1061, 1012, 102, 12767, 102, 1010, 102, 7871, 102, 18486, 102, 1010, 102, 19474, 102, 1043, 1012, 102, 23945, 102, 1010, 102, 28541, 102, 17343, 10841, 102, 9033, 21693, 7716, 102, 3034, 102]",46
102,"[16660, 102, 16660, 102]",4
103,"[16660, 102, 16660, 102]",4
104,"[13619, 23057, 102, 22939, 2080, 102, 1010, 102, 5292, 2080, 102, 9327, 102, 1010, 102, 2848, 102, 1049, 1012, 102, 13042, 102, 1010, 102, 2745, 102, 1046, 1012, 102, 5951, 102, 1010, 102, 2033, 14227, 3388, 102, 12456, 3170, 2140, 102, 16660, 102]",43
105,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
106,"[10117, 102, 3779, 102, 1058, 6392, 2497, 102]",8
107,"[18178, 2063, 102, 18999, 102, 9212, 102, 1010, 102, 13619, 8977, 102, 1041, 1012, 102, 22834, 11639, 28173, 2015, 102, 16660, 102]",22
108,"[17306, 102, 5292, 5620, 13887, 102, 1010, 102, 4241, 23356, 2050, 102, 15536, 6460, 3366, 5484, 2050, 102, 1010, 102, 11400, 102, 3000, 2072, 1011, 3653, 19570, 3401, 102, 1010, 102, 10514, 6182, 2140, 102, 14855, 5558, 9032, 102, 16660, 102]",41
109,"[10163, 102, 14163, 25016, 2050, 102, 1010, 102, 6754, 102, 22466, 4095, 102, 1010, 102, 4080, 102, 6316, 11008, 102, 1010, 102, 7010, 102, 1037, 1012, 102, 16859, 7878, 102, 1010, 102, 7112, 102, 12927, 2239, 102, 1010, 102, 4560, 102, 6446, 102, 2572, 16313, 2063, 102, 1010, 102, 10975, 25440, 4095, 102, 6108, 102, 16913, 2072, 102, 1010, 102, 15062, 102, 8915, 27875, 2050, 102, 1010, 102, 12847, 2368, 102, 6683, 4509, 102, 9033, 21693, 7716, 102, 3034, 102]",80
110,"[15953, 2015, 102, 13008, 9032, 2015, 102, 1010, 102, 23205, 2891, 102, 5003, 5302, 15859, 2015, 102, 9353, 2213, 102, 9099, 102, 1012, 102, 7809, 102, 25353, 3367, 102, 1012, 102]",31
111,"[18887, 102, 10164, 14672, 2078, 102, 1010, 102, 10799, 102, 1040, 1012, 102, 17359, 12624, 102, 1010, 102, 2310, 8950, 2100, 102, 21291, 11802, 25868, 102, 16660, 102]",28
112,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
113,"[16660, 102, 16660, 102]",4
114,"[16660, 102, 16660, 102]",4
115,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
116,"[10645, 3900, 102, 22794, 2213, 102, 1010, 102, 18586, 102, 11382, 15204, 102, 1010, 102, 27976, 102, 21442, 11705, 102, 1010, 102, 2848, 102, 15544, 26320, 102, 1010, 102, 15963, 102, 4931, 5804, 102, 1010, 102, 26138, 102, 2057, 10177, 2099, 102, 1010, 102, 8968, 102, 21428, 102, 20068, 15900, 102, 16660, 102]",53
117,"[16660, 102, 16660, 102]",4
118,"[16660, 102, 16660, 102]",4
119,"[16660, 102, 1058, 6392, 2497, 102]",6
120,"[6877, 102, 25363, 102, 1010, 102, 2175, 5705, 2884, 102, 2004, 5802, 102, 16660, 102]",15
121,"[16660, 102, 16660, 102]",4
122,"[5553, 1011, 1041, 17339, 102, 8709, 2015, 102, 1010, 102, 3958, 102, 14899, 2239, 102, 1010, 102, 10871, 102, 1043, 1012, 102, 13970, 26518, 6826, 2072, 102, 1010, 102, 2848, 102, 1049, 1012, 102, 29058, 102, 1010, 102, 14986, 102, 27838, 5178, 15493, 102, 1010, 102, 3158, 3900, 102, 8183, 5332, 14876, 15088, 3211, 102, 16660, 102]",57
123,"[16660, 102, 16660, 102]",4
124,"[16660, 102, 1058, 6392, 2497, 102]",6
125,"[12316, 20303, 102, 21766, 2319, 102, 1010, 102, 1062, 4048, 14001, 2290, 102, 15469, 102, 1010, 102, 27005, 2078, 1011, 3389, 102, 9092, 102, 1010, 102, 4463, 102, 9610, 2239, 2232, 102, 1010, 102, 11876, 2319, 102, 26822, 2226, 102, 16660, 102]",42
126,"[16660, 102, 9353, 2213, 102, 9099, 102, 1012, 102, 7809, 102, 25353, 3367, 102, 1012, 102]",16
127,"[16660, 102, 16660, 102]",4
128,"[17027, 102, 1058, 1012, 102, 17768, 24652, 102, 16660, 102]",10
129,"[13282, 102, 5622, 102, 1010, 102, 21911, 11905, 2099, 102, 6382, 22068, 16930, 102, 1010, 102, 15972, 1011, 4830, 2243, 102, 18454, 2213, 102, 9033, 21693, 7716, 102, 2501, 102]",30
130,"[16660, 102, 16660, 102]",4
131,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
132,"[16660, 102, 16660, 102]",4
133,"[12470, 102, 12555, 102, 1010, 102, 2957, 102, 20228, 14728, 5596, 2121, 102, 1010, 102, 3897, 102, 18856, 15094, 2386, 102, 1010, 102, 4422, 102, 15309, 102, 1010, 102, 6316, 102, 8233, 102, 1010, 102, 2928, 102, 5292, 2361, 3678, 102, 16660, 102]",43
134,"[17768, 3270, 2615, 102, 10556, 20668, 5480, 102, 1010, 102, 2888, 102, 1042, 1012, 102, 12849, 15265, 102, 1010, 102, 10799, 102, 1042, 1012, 102, 6583, 18533, 2239, 102, 1010, 102, 5170, 102, 8945, 4819, 8540, 102, 16660, 102]",39
135,"[19181, 1011, 25353, 2319, 102, 5622, 102, 1010, 102, 3782, 102, 16271, 102, 9033, 21693, 7716, 102, 3034, 102]",19
136,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
137,"[16660, 102, 16660, 102]",4
138,"[16660, 102, 9353, 2213, 102, 9099, 102, 1012, 102, 7809, 102, 25353, 3367, 102, 1012, 102]",16
139,"[6487, 102, 2751, 2075, 102, 9033, 21693, 7716, 102, 3034, 102]",11
140,"[24998, 102, 1101, 2953, 102, 6285, 7092, 102, 9033, 21693, 7716, 102, 2501, 102]",14
141,"[27427, 2121, 12952, 102, 5960, 102, 12954, 6799, 102, 1010, 102, 2632, 2239, 102, 1061, 1012, 102, 12767, 102, 1010, 102, 6300, 26643, 6692, 102, 7842, 5856, 2615, 102, 1058, 6392, 2497, 102]",33
142,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
143,"[3017, 102, 1055, 1012, 102, 14857, 102, 1010, 102, 2957, 102, 1056, 1012, 102, 1055, 3630, 2094, 19673, 102, 1010, 102, 21025, 2098, 13245, 102, 22889, 12848, 7076, 13716, 102, 9033, 21693, 7716, 102, 3034, 102]",36
144,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
145,"[15953, 2015, 102, 13008, 9032, 2015, 102, 1010, 102, 9805, 7959, 2072, 102, 20216, 102, 9033, 21693, 7716, 102, 3034, 102]",21
146,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
147,"[16660, 102, 9353, 2213, 102, 9099, 102, 1012, 102, 7809, 102, 25353, 3367, 102, 1012, 102]",16
148,"[16660, 102, 1058, 6392, 2497, 102]",6
149,"[16660, 102, 16660, 102]",4
150,"[4830, 2080, 1011, 1045, 102, 11409, 102, 1010, 102, 2848, 102, 24624, 2102, 3683, 102, 1010, 102, 3142, 102, 8675, 2906, 5677, 102, 1010, 102, 6877, 102, 21146, 7377, 102, 16660, 102]",32
151,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
152,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
153,"[16660, 102, 16660, 102]",4
154,"[17207, 2121, 102, 2190, 11431, 7352, 102, 1010, 102, 8645, 14615, 2239, 102, 11655, 19224, 8978, 2015, 102, 16660, 102]",20
155,"[2508, 102, 21500, 3917, 102, 16660, 102]",7
156,"[4907, 102, 10514, 6895, 2226, 102, 1010, 102, 5003, 9496, 12426, 102, 18798, 6290, 5498, 102, 1010, 102, 3817, 2063, 102, 6583, 17080, 102, 1010, 102, 14121, 102, 17490, 2102, 102, 9033, 21693, 7716, 102, 2501, 102]",37
157,"[16660, 102, 16660, 102]",4
158,"[7003, 1011, 2848, 102, 1047, 7373, 12439, 102, 1010, 102, 8852, 102, 2022, 11140, 3406, 6392, 102, 1010, 102, 3817, 102, 1037, 1012, 102, 26679, 2213, 102, 1058, 6392, 2497, 102]",31
159,"[20996, 16584, 102, 9617, 3372, 20459, 18774, 2532, 102, 1010, 102, 2310, 25804, 4570, 2232, 102, 25957, 3775, 102, 1010, 102, 7505, 13006, 4183, 102, 15775, 6784, 24572, 2072, 102, 16660, 102]",32
160,"[2745, 102, 1046, 1012, 102, 5951, 102, 1010, 102, 7505, 13006, 4183, 102, 15775, 6784, 24572, 2072, 102, 1010, 102, 16810, 102, 1052, 1012, 102, 20934, 19944, 2078, 102, 1010, 102, 21037, 102, 11417, 5283, 2213, 102, 1010, 102, 3817, 102, 1037, 1012, 102, 26679, 2213, 102, 1010, 102, 3235, 102, 1048, 1012, 102, 17710, 19020, 102, 16660, 102]",59
161,"[12316, 6392, 7895, 2100, 102, 10556, 3676, 2243, 102, 1010, 102, 2175, 2243, 3401, 102, 21348, 8586, 2072, 102, 1010, 102, 18952, 2102, 102, 21877, 25509, 3022, 102, 1010, 102, 14262, 9126, 102, 2327, 16555, 102, 1010, 102, 23495, 102, 17214, 16078, 102, 1010, 102, 2175, 26370, 102, 9679, 102, 1010, 102, 2004, 19042, 102, 3899, 6305, 102, 1010, 102, 9231, 2906, 102, 21877, 18552, 9793, 23296, 2226, 102, 9033, 21693, 7716, 102, 3034, 102]",75
162,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
163,"[16660, 102, 16660, 102]",4
164,"[14719, 2239, 102, 22135, 4890, 102, 1010, 102, 1041, 10609, 102, 1049, 1012, 102, 5292, 5677, 102, 1010, 102, 13619, 8977, 102, 1041, 1012, 102, 22834, 11639, 28173, 2015, 102, 16660, 102]",32
165,"[16660, 102, 9353, 2213, 102, 9099, 102, 1012, 102, 7809, 102, 25353, 3367, 102, 1012, 102]",16
166,"[2585, 102, 1038, 1012, 102, 8840, 11368, 102, 1010, 102, 2928, 102, 1054, 1012, 102, 10722, 26328, 102, 16660, 102]",20
167,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
168,"[6330, 102, 1046, 1012, 102, 7418, 102, 1010, 102, 2848, 102, 1046, 1012, 102, 22996, 102, 1010, 102, 3312, 102, 1049, 1012, 102, 25038, 8602, 102, 9033, 21693, 7716, 102, 3034, 102]",32
169,"[2396, 3126, 102, 16536, 2121, 102, 1010, 102, 3656, 102, 1048, 1012, 102, 4702, 102, 1010, 102, 6425, 102, 1043, 1012, 102, 1062, 9691, 102, 1010, 102, 5655, 102, 1041, 1012, 102, 5660, 102, 16660, 102]",36
170,"[6945, 102, 2771, 8865, 17417, 2078, 102, 1058, 6392, 2497, 102]",11
171,"[16729, 2239, 102, 15053, 4502, 19707, 102, 1010, 102, 4828, 2891, 102, 6904, 23743, 3215, 2891, 102, 1010, 102, 16292, 102, 27996, 102, 1010, 102, 11238, 102, 12849, 6826, 102, 1010, 102, 24794, 2891, 102, 15765, 9711, 24662, 102, 1058, 6392, 2497, 102]",43
172,"[26445, 2102, 102, 1052, 1012, 102, 2016, 2705, 102, 1010, 102, 13865, 102, 1047, 8523, 102, 16660, 102]",18
173,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
174,"[2928, 102, 14855, 7295, 3489, 102, 1010, 102, 17095, 102, 2482, 5740, 102, 1058, 6392, 2497, 102]",17
175,"[11529, 4095, 102, 5185, 12044, 2696, 3567, 102, 1010, 102, 7042, 5521, 102, 16480, 102, 1010, 102, 2474, 5705, 102, 1058, 1012, 102, 1055, 1012, 102, 2474, 5705, 13890, 2319, 102, 1010, 102, 9033, 29122, 102, 2572, 2121, 1011, 8038, 12995, 102, 1058, 6392, 2497, 102, 1046, 1012, 102]",49
176,"[2745, 102, 1046, 1012, 102, 11782, 102, 1010, 102, 28003, 2015, 102, 23564, 18428, 19224, 8978, 2015, 102, 1010, 102, 2745, 102, 1046, 1012, 102, 5951, 102, 16660, 102]",29
177,"[10805, 102, 1046, 1012, 102, 5879, 102, 1010, 102, 6141, 102, 1054, 1012, 102, 14103, 102, 1010, 102, 21877, 17906, 102, 2521, 20363, 102, 9033, 21693, 7716, 102, 2501, 102]",30
178,"[24969, 4859, 7352, 102, 6845, 22612, 10521, 102, 9033, 21693, 7716, 102, 2501, 102]",14
179,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
180,"[11482, 102, 1052, 1012, 102, 11463, 2989, 102, 9033, 21693, 7716, 102, 3034, 102]",14
181,"[16660, 102, 16660, 102]",4
182,"[16660, 102, 16660, 102]",4
183,"[23856, 23243, 102, 14115, 5302, 15788, 25667, 102, 1010, 102, 2508, 102, 24276, 2094, 102, 1058, 6392, 2497, 102, 1046, 1012, 102]",22
184,"[16660, 102, 16660, 102]",4
185,"[16660, 102, 16660, 102]",4
186,"[16660, 102, 16660, 102]",4
187,"[16660, 102, 16660, 102]",4
188,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
189,"[2520, 102, 1048, 1012, 102, 2131, 3723, 2015, 102, 9033, 21693, 7716, 102, 3034, 102]",15
190,"[1038, 28074, 102, 1047, 1012, 102, 1038, 8167, 3654, 3567, 102, 1010, 102, 4681, 5063, 102, 9327, 102, 1010, 102, 14042, 102, 1044, 1012, 102, 7293, 3170, 102, 1010, 102, 18168, 5521, 102, 1037, 1012, 102, 20934, 10023, 6072, 102, 16660, 102]",42
191,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
