,all_text_data,len
43,"[1044, 102, 8886, 102, 1010, 102, 1054, 102, 17136, 102, 1010, 102, 5055, 8095, 102, 1010, 102, 1044, 102, 8038, 5603, 2863, 2072, 102, 16660, 102]",26
44,"[8096, 102, 1010, 102, 1047, 6806, 22510, 102, 1010, 102, 1038, 102, 8607, 102, 1010, 102, 24761, 19646, 2050, 102, 1010, 102, 4702, 3385, 102, 1010, 102, 1039, 102, 9805, 102, 16660, 102]",33
45,"[1046, 102, 10848, 15493, 102, 1010, 102, 27829, 5677, 102, 1058, 6392, 2497, 102]",14
46,"[16660, 102, 16660, 102]",4
47,"[1038, 102, 12110, 102, 16660, 102]",6
48,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
49,"[12849, 3630, 2361, 13542, 2072, 102, 1010, 102, 14021, 12274, 20806, 102, 16660, 102]",14
50,"[16660, 102, 16660, 102]",4
51,"[1046, 102, 25072, 102, 1010, 102, 1046, 102, 6583, 18533, 2239, 102, 16660, 102]",14
52,"[16660, 102, 16660, 102]",4
53,"[16660, 102, 16660, 102]",4
54,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
55,"[16660, 102, 16660, 102]",4
56,"[1038, 102, 2175, 21095, 102, 1010, 102, 1046, 102, 21291, 27110, 102, 1010, 102, 7367, 7377, 13626, 2072, 102, 1010, 102, 1058, 102, 5185, 3490, 12044, 2319, 102, 1058, 6392, 2497, 102]",32
57,"[2474, 10497, 2121, 102, 1010, 102, 1038, 102, 19395, 17166, 1011, 5658, 2080, 102, 1010, 102, 11183, 102, 1010, 102, 1046, 102, 8915, 7646, 21302, 102, 9033, 21693, 7716, 102, 2501, 102]",32
58,"[2190, 11431, 7352, 102, 1010, 102, 11655, 19224, 8978, 2015, 102, 1058, 6392, 2497, 102]",15
59,"[1042, 102, 2175, 11031, 9777, 102, 9033, 21693, 7716, 102, 2501, 102]",12
60,"[16660, 102, 16660, 102]",4
61,"[1047, 102, 8814, 102, 1010, 102, 1052, 102, 9805, 102, 1010, 102, 1046, 102, 15972, 102, 1010, 102, 1046, 102, 2702, 2290, 102, 16660, 102]",25
62,"[1047, 102, 9587, 5856, 102, 1010, 102, 18628, 5397, 21188, 102, 1058, 6392, 2497, 102]",15
63,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
64,"[1054, 102, 1055, 3630, 2094, 19673, 102, 16660, 102]",9
65,"[16660, 102, 16660, 102]",4
66,"[23711, 102, 1010, 102, 1046, 102, 16216, 8093, 3489, 102, 16660, 102]",12
67,"[1044, 102, 14855, 3654, 10521, 2232, 102, 1010, 102, 22470, 12449, 102, 1010, 102, 1054, 102, 20710, 3406, 5856, 102, 1010, 102, 9033, 20850, 2545, 7507, 5753, 102, 1010, 102, 19219, 11650, 4819, 102, 1058, 6392, 2497, 102]",38
68,"[16660, 102, 16660, 102]",4
69,"[1039, 102, 14891, 22254, 2080, 1011, 4190, 10980, 102, 1010, 102, 21877, 12179, 3683, 6199, 102, 1010, 102, 17710, 19020, 102, 1058, 6392, 2497, 102]",25
70,"[16660, 102, 16660, 102]",4
71,"[1046, 102, 25072, 102, 1010, 102, 1046, 102, 6583, 18533, 2239, 102, 16660, 102]",14
72,"[16660, 102, 16660, 102]",4
73,"[1042, 102, 11265, 8159, 102, 16660, 102]",7
74,"[16660, 102, 16660, 102]",4
75,"[1041, 102, 2829, 102, 1010, 102, 1046, 102, 2655, 2319, 102, 1010, 102, 1059, 102, 28983, 102, 1058, 6392, 2497, 102]",21
76,"[16660, 102, 16660, 102]",4
77,"[16660, 102, 16660, 102]",4
78,"[16660, 102, 16660, 102]",4
79,"[16660, 102, 16660, 102]",4
80,"[1046, 102, 10424, 11631, 2078, 102, 1010, 102, 1043, 102, 21360, 5054, 102, 1010, 102, 1044, 102, 2039, 17896, 102, 16660, 102]",22
81,"[16660, 102, 16660, 102]",4
82,"[16660, 102, 1058, 6392, 2497, 102]",6
83,"[16660, 102, 16660, 102]",4
84,"[16660, 102, 16660, 102]",4
85,"[16660, 102, 16660, 102]",4
86,"[20441, 2121, 102, 1010, 102, 12849, 4757, 5804, 102, 1058, 6392, 2497, 102]",13
87,"[1046, 102, 14899, 2239, 102, 1010, 102, 1046, 102, 8709, 2015, 102, 1010, 102, 1058, 102, 8183, 5332, 14876, 15088, 3211, 102, 1010, 102, 1047, 102, 13970, 26518, 6826, 2072, 102, 1010, 102, 1052, 102, 29058, 102, 9033, 21693, 7716, 102, 2501, 102]",43
88,"[5222, 20897, 102, 16660, 102]",5
89,"[3779, 102, 1010, 102, 21146, 7377, 102, 16660, 102]",9
90,"[3347, 3900, 102, 1010, 102, 1050, 102, 6986, 2239, 102, 1010, 102, 20863, 5685, 2229, 102, 1010, 102, 3766, 102, 1010, 102, 11586, 2078, 102, 16660, 102]",27
91,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
92,"[16660, 102, 16660, 102]",4
93,"[16660, 102, 1058, 6392, 2497, 102]",6
94,"[16660, 102, 16660, 102]",4
95,"[1054, 102, 29542, 13476, 102, 1010, 102, 1054, 102, 5185, 9126, 2102, 102, 1058, 6392, 2497, 102]",17
96,"[16660, 102, 16660, 102]",4
97,"[16660, 102, 16660, 102]",4
98,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
99,"[16660, 102, 16660, 102]",4
100,"[16660, 102, 16660, 102]",4
101,"[1043, 102, 9340, 12439, 28173, 2015, 102, 1010, 102, 8840, 11368, 102, 1010, 102, 1038, 102, 16183, 2480, 4059, 102, 1058, 6392, 2497, 102]",24
102,"[16660, 102, 16660, 102]",4
103,"[16660, 102, 1058, 6392, 2497, 102]",6
104,"[16660, 102, 1058, 6392, 2497, 102]",6
105,"[10346, 2378, 102, 1010, 102, 26645, 102, 9033, 21693, 7716, 102, 2501, 102]",13
106,"[16660, 102, 16660, 102]",4
107,"[7987, 2378, 102, 16660, 102]",5
108,"[1054, 102, 14115, 23017, 2078, 102, 1010, 102, 1044, 102, 7439, 1011, 25601, 102, 1010, 102, 1043, 102, 5811, 7693, 102, 1010, 102, 9033, 20850, 2545, 7507, 5753, 102, 1010, 102, 1043, 102, 15536, 14728, 25032, 11614, 102, 1010, 102, 1046, 102, 1062, 28418, 4877, 6494, 102, 16660, 102]",49
109,"[16660, 102, 16660, 102]",4
110,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
111,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
112,"[24761, 19646, 2050, 102, 1010, 102, 1039, 102, 9805, 102, 1010, 102, 1039, 102, 8607, 102, 1010, 102, 1047, 102, 8607, 102, 16660, 102]",24
113,"[11085, 3211, 4305, 102, 1010, 102, 7151, 11921, 14270, 102, 1010, 102, 12436, 5831, 10623, 2937, 8977, 102, 9033, 21693, 7716, 102, 2501, 102]",24
114,"[19734, 2121, 102, 1058, 6392, 2497, 102]",7
115,"[1048, 102, 8607, 102, 9033, 21693, 7716, 102, 2501, 102]",10
116,"[1048, 102, 7367, 3669, 25494, 102, 1010, 102, 1050, 102, 19337, 4939, 102, 1010, 102, 1041, 102, 11265, 27225, 11614, 102, 1010, 102, 2962, 10024, 5484, 102, 1010, 102, 1043, 102, 15536, 14728, 25032, 11614, 102, 16660, 102]",38
117,"[12436, 17140, 5737, 10649, 102, 1058, 6392, 2497, 102]",9
118,"[16660, 102, 16660, 102]",4
119,"[15469, 102, 1010, 102, 27741, 102, 1010, 102, 1039, 102, 5622, 102, 16660, 102]",14
120,"[16660, 102, 16660, 102]",4
121,"[16660, 102, 16660, 102]",4
122,"[16660, 102, 16660, 102]",4
123,"[24665, 11631, 2063, 102, 9033, 21693, 7716, 102, 2501, 102]",10
124,"[16660, 102, 1058, 6392, 2497, 102]",6
125,"[20996, 4630, 9910, 102, 1010, 102, 15488, 5243, 2669, 102, 9033, 21693, 7716, 102, 2501, 102]",16
126,"[1043, 102, 25812, 102, 1058, 6392, 2497, 102]",8
127,"[1044, 102, 6714, 5753, 5480, 102, 16660, 102]",8
128,"[16660, 102, 16660, 102]",4
129,"[1041, 102, 26445, 2884, 102, 1010, 102, 4330, 28696, 102, 1010, 102, 1041, 102, 4241, 16084, 8718, 102, 1010, 102, 1041, 102, 4079, 102, 16660, 102]",26
130,"[1059, 102, 7658, 102, 1010, 102, 10007, 3917, 102, 1010, 102, 1039, 102, 16405, 102, 9033, 21693, 7716, 102, 2501, 102]",21
131,"[10514, 6895, 2226, 102, 16660, 102]",6
132,"[16660, 102, 16660, 102]",4
133,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
134,"[16660, 102, 16660, 102]",4
135,"[16660, 102, 16660, 102]",4
136,"[12767, 102, 1010, 102, 12954, 6799, 102, 1010, 102, 7842, 5856, 2615, 102, 16660, 102]",15
137,"[16660, 102, 16660, 102]",4
138,"[16660, 102, 1058, 6392, 2497, 102]",6
139,"[16660, 102, 16660, 102]",4
140,"[18529, 2401, 102, 1010, 102, 1050, 102, 18906, 2850, 102, 16660, 102]",12
141,"[16660, 102, 16660, 102]",4
142,"[9610, 2368, 102, 1010, 102, 1058, 102, 24529, 4140, 8180, 102, 1010, 102, 1039, 102, 23564, 27678, 4135, 102, 9033, 21693, 7716, 102, 2501, 102]",25
143,"[16660, 102, 1058, 6392, 2497, 102]",6
144,"[16660, 102, 16660, 102]",4
145,"[16660, 102, 16660, 102]",4
146,"[1042, 102, 10768, 28327, 18979, 102, 1010, 102, 11527, 102, 1010, 102, 1054, 102, 1062, 5555, 3089, 102, 1058, 6392, 2497, 102]",22
147,"[16660, 102, 16660, 102]",4
148,"[16660, 102, 16660, 102]",4
149,"[16660, 102, 16660, 102]",4
150,"[16660, 102, 16660, 102]",4
151,"[1050, 102, 16216, 23573, 102, 1010, 102, 1044, 102, 14855, 3654, 10521, 2232, 102, 1010, 102, 1059, 102, 2282, 2063, 102, 16660, 102]",23
152,"[16660, 102, 16660, 102]",4
153,"[1052, 102, 21122, 16704, 102, 1010, 102, 1059, 102, 5470, 102, 1010, 102, 1046, 102, 21934, 29754, 2239, 102, 1010, 102, 11417, 15493, 102, 16660, 102]",26
154,"[16660, 102, 1058, 6392, 2497, 102]",6
155,"[16660, 102, 16660, 102]",4
156,"[16660, 102, 1058, 6392, 2497, 102]",6
157,"[16660, 102, 1058, 6392, 2497, 102]",6
158,"[1041, 28992, 4059, 102, 1010, 102, 1046, 102, 14899, 2239, 102, 9033, 21693, 7716, 102, 2501, 102]",17
159,"[1039, 102, 12170, 2319, 7474, 2072, 102, 1010, 102, 1046, 102, 18183, 4143, 20011, 102, 1010, 102, 1043, 102, 11687, 3207, 2226, 102, 9033, 21693, 7716, 102, 2501, 102]",29
160,"[20911, 17896, 102, 1010, 102, 1044, 102, 1047, 7373, 12439, 102, 1058, 6392, 2497, 102]",15
161,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
162,"[16660, 102, 1058, 6392, 2497, 102]",6
163,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
164,"[1044, 102, 26261, 2368, 3270, 6914, 102, 1010, 102, 1052, 102, 23957, 2869, 102, 1010, 102, 1044, 102, 8744, 2368, 102, 1010, 102, 1054, 102, 16660, 102]",27
165,"[3282, 7361, 18845, 2015, 102, 1010, 102, 1050, 102, 12849, 14066, 2015, 102, 16660, 102]",15
166,"[15775, 22272, 10755, 16921, 102, 1010, 102, 1058, 102, 10871, 18098, 16782, 2094, 102, 1010, 102, 1041, 102, 28372, 102, 1010, 102, 5035, 102, 1058, 6392, 2497, 102]",28
167,"[16660, 102, 16660, 102]",4
168,"[16660, 102, 16660, 102]",4
169,"[1048, 102, 8607, 102, 16660, 102]",6
170,"[16660, 102, 1058, 6392, 2497, 102]",6
171,"[24903, 12474, 102, 1010, 102, 1050, 102, 10556, 10024, 102, 1010, 102, 1046, 102, 11320, 2080, 102, 1010, 102, 1046, 102, 20455, 102, 1010, 102, 1046, 102, 9805, 102, 1058, 6392, 2497, 102]",33
172,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
173,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
174,"[16660, 102, 1058, 6392, 2497, 102]",6
175,"[16660, 102, 16660, 102]",4
176,"[6845, 22612, 10521, 102, 16660, 102]",6
177,"[16660, 102, 1058, 6392, 2497, 102]",6
178,"[16660, 102, 16660, 102]",4
179,"[16660, 102, 16660, 102]",4
180,"[1050, 102, 14514, 102, 1010, 102, 20996, 10431, 102, 1010, 102, 1048, 102, 14233, 102, 16660, 102]",17
181,"[28982, 23877, 102, 1010, 102, 1046, 102, 8981, 102, 16660, 102]",11
182,"[1046, 102, 17137, 12274, 12617, 18426, 6444, 102, 1010, 102, 1041, 102, 2016, 23615, 2050, 102, 1010, 102, 1046, 102, 11382, 11795, 2319, 102, 1010, 102, 1054, 102, 10871, 20136, 16921, 102, 1010, 102, 6819, 23296, 3022, 102, 1010, 102, 1046, 102, 6583, 18533, 2239, 102, 1010, 102, 29241, 5740, 2615, 102, 9033, 21693, 7716, 102, 2501, 102]",58
183,"[16660, 102, 1058, 6392, 2497, 102]",6
184,"[1047, 102, 14863, 14544, 102, 16660, 102]",7
185,"[1038, 102, 1045, 10532, 102, 1010, 102, 19863, 16584, 2063, 102, 16660, 102]",13
186,"[1054, 102, 1055, 3630, 2094, 19673, 102, 9033, 21693, 7716, 102, 2501, 102]",13
187,"[16660, 102, 16660, 102]",4
188,"[18887, 102, 1010, 102, 4330, 102, 1010, 102, 1046, 102, 8099, 102, 1058, 6392, 2497, 102]",16
189,"[16660, 102, 16660, 102]",4
190,"[16660, 102, 1058, 6392, 2497, 102]",6
191,"[16660, 102, 16660, 102]",4
192,"[4649, 2243, 102, 16660, 102]",5
193,"[16660, 102, 1058, 6392, 2497, 102]",6
194,"[1048, 102, 8607, 102, 16660, 102]",6
195,"[16660, 102, 16660, 102]",4
196,"[1038, 102, 8670, 9818, 7432, 102, 1010, 102, 1039, 102, 19330, 7106, 102, 16660, 102]",15
197,"[8695, 102, 1010, 102, 1046, 102, 16216, 8093, 3489, 102, 1010, 102, 15544, 14728, 11191, 102, 16660, 102]",18
198,"[3347, 8237, 29747, 102, 1010, 102, 1046, 102, 2522, 16161, 102, 1010, 102, 14855, 5558, 9032, 102, 1010, 102, 1050, 102, 8814, 102, 16660, 102]",25
199,"[1046, 102, 9298, 24068, 102, 1010, 102, 1048, 102, 4572, 102, 1010, 102, 1054, 102, 2033, 13492, 102, 9033, 21693, 7716, 102, 2501, 102]",24
200,"[1059, 102, 7418, 102, 1010, 102, 1044, 102, 20613, 102, 1010, 102, 1044, 102, 11320, 102, 1010, 102, 1046, 102, 9805, 102, 16660, 102]",24
201,"[16660, 102, 1058, 6392, 2497, 102]",6
202,"[1047, 102, 14863, 14544, 102, 16660, 102]",7
203,"[13619, 102, 1010, 102, 1046, 102, 4776, 15985, 19839, 102, 1058, 6392, 2497, 102]",14
204,"[1048, 102, 4003, 13348, 102, 9033, 21693, 7716, 102, 2501, 102]",11
205,"[16660, 102, 16660, 102]",4
206,"[12403, 16665, 14756, 6494, 102, 16660, 102]",7
207,"[16660, 102, 16660, 102]",4
208,"[27838, 2386, 18810, 102, 1010, 102, 22834, 11639, 28173, 2015, 102, 16660, 102]",13
209,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
210,"[1054, 102, 6904, 11528, 102, 1010, 102, 1054, 102, 9600, 102, 1010, 102, 9033, 3567, 18494, 102, 9033, 21693, 7716, 102, 3034, 102]",23
211,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
212,"[16660, 102, 16660, 102]",4
213,"[15775, 6784, 24572, 2072, 102, 1010, 102, 1052, 102, 25957, 22447, 2078, 102, 1010, 102, 7354, 4213, 5856, 102, 9033, 21693, 7716, 102, 3034, 102]",25
214,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
215,"[16660, 102, 16660, 102]",4
216,"[16660, 102, 16660, 102]",4
217,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
218,"[16660, 102, 16660, 102]",4
219,"[16660, 102, 16660, 102]",4
220,"[16660, 102, 16660, 102]",4
221,"[16660, 102, 16660, 102]",4
222,"[16660, 102, 16660, 102]",4
223,"[3841, 2098, 5480, 2102, 102, 1010, 102, 1039, 102, 9212, 102, 1010, 102, 1059, 102, 5470, 102, 1010, 102, 1046, 102, 10424, 7416, 2890, 102, 1010, 102, 1054, 102, 20710, 3406, 5856, 102, 16660, 102]",35
224,"[16660, 102, 16660, 102]",4
225,"[20359, 102, 1010, 102, 11113, 4221, 5092, 5313, 102, 1010, 102, 1038, 102, 25933, 10695, 102, 1010, 102, 3841, 6460, 7174, 4609, 102, 1010, 102, 1042, 102, 17895, 2278, 102, 9033, 21693, 7716, 102, 3034, 102]",36
226,"[16660, 102, 1058, 6392, 2497, 102]",6
227,"[1042, 102, 23401, 102, 1010, 102, 24903, 12474, 102, 1010, 102, 1046, 102, 8802, 102, 1010, 102, 1039, 102, 9327, 102, 9033, 21693, 7716, 102, 2501, 102]",27
228,"[16660, 102, 16660, 102]",4
229,"[15775, 6784, 24572, 2072, 102, 1010, 102, 1047, 102, 11895, 2213, 102, 16660, 102]",14
230,"[16660, 102, 1058, 6392, 2497, 102]",6
231,"[16660, 102, 16660, 102]",4
232,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
233,"[16660, 102, 16660, 102]",4
234,"[16660, 102, 16660, 102]",4
235,"[3991, 2080, 102, 1010, 102, 14124, 13455, 102, 1010, 102, 2852, 20860, 102, 1058, 6392, 2497, 102]",17
236,"[16660, 102, 1058, 6392, 2497, 102]",6
237,"[1062, 102, 12731, 2072, 102, 1010, 102, 3557, 102, 1010, 102, 1052, 102, 1051, 1005, 9848, 102, 9033, 21693, 7716, 102, 2501, 102]",23
238,"[16660, 102, 1058, 6392, 2497, 102]",6
239,"[1039, 102, 3902, 20590, 102, 9033, 21693, 7716, 102, 2501, 102]",11
240,"[3608, 102, 1010, 102, 1010, 102, 1048, 102, 20710, 5428, 2094, 102, 1010, 102, 1062, 102, 15634, 102, 9033, 21693, 7716, 102, 2501, 102]",24
241,"[16660, 102, 16660, 102]",4
242,"[16660, 102, 16660, 102]",4
243,"[24761, 19646, 2050, 102, 1010, 102, 1039, 102, 9805, 102, 1010, 102, 1054, 102, 2018, 14697, 102, 16660, 102]",19
244,"[16660, 102, 16660, 102]",4
245,"[16660, 102, 16660, 102]",4
246,"[16660, 102, 16660, 102]",4
247,"[2962, 10024, 5484, 102, 16660, 102]",6
248,"[14255, 21709, 2618, 102, 1010, 102, 1041, 102, 1062, 5714, 29747, 4890, 2072, 102, 1010, 102, 3742, 8445, 102, 1010, 102, 8038, 22332, 5369, 3567, 102, 16660, 102]",28
249,"[10514, 6895, 2226, 102, 16660, 102]",6
250,"[16660, 102, 16660, 102]",4
251,"[1054, 102, 12835, 102, 1010, 102, 1046, 102, 8675, 102, 16660, 102]",12
252,"[16660, 102, 16660, 102]",4
253,"[16660, 102, 16660, 102]",4
254,"[16660, 102, 1058, 6392, 2497, 102]",6
255,"[16660, 102, 16660, 102]",4
256,"[16660, 102, 1058, 6392, 2497, 102]",6
257,"[1054, 102, 1055, 3630, 2094, 19673, 102, 16660, 102]",9
258,"[1052, 102, 12436, 18719, 6632, 10521, 102, 1010, 102, 5271, 2483, 102, 16660, 102]",14
259,"[1048, 102, 2474, 5705, 13890, 2319, 102, 1010, 102, 1046, 102, 26850, 102, 1010, 102, 15634, 102, 16660, 102]",19
260,"[1047, 102, 6213, 102, 1010, 102, 21146, 7377, 102, 9033, 21693, 7716, 102, 2501, 102]",15
261,"[16660, 102, 16660, 102]",4
262,"[16660, 102, 16660, 102]",4
263,"[16660, 102, 16660, 102]",4
264,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
265,"[16660, 102, 16660, 102]",4
266,"[1044, 102, 7418, 102, 1010, 102, 2380, 102, 1010, 102, 1059, 102, 5470, 102, 1010, 102, 1052, 102, 9805, 102, 16660, 102]",22
267,"[16660, 102, 16660, 102]",4
268,"[1054, 102, 9033, 2239, 102, 1010, 102, 29533, 18599, 102, 1010, 102, 10975, 7875, 20459, 2906, 102, 16660, 102]",19
269,"[16660, 102, 16660, 102]",4
270,"[16660, 102, 16660, 102]",4
271,"[1054, 102, 29542, 13476, 102, 1010, 102, 23408, 8873, 9856, 15088, 3211, 102, 1010, 102, 1054, 102, 5185, 9126, 2102, 102, 9033, 21693, 7716, 102, 3034, 102]",27
272,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
273,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
274,"[3779, 102, 1010, 102, 8695, 2226, 102, 16660, 102]",9
275,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
276,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
277,"[16660, 102, 16660, 102]",4
278,"[16660, 102, 16660, 102]",4
279,"[16660, 102, 16660, 102]",4
280,"[19557, 4305, 102, 1010, 102, 2482, 5420, 102, 1010, 102, 1057, 102, 1202, 20624, 10111, 10199, 102, 1010, 102, 24188, 6200, 3600, 102, 1010, 102, 1039, 102, 16636, 102, 1010, 102, 1039, 102, 22209, 102, 1010, 102, 1041, 102, 14891, 26132, 102, 1010, 102, 6045, 23709, 102, 1010, 102, 7308, 3240, 102, 1010, 102, 20710, 2378, 102, 1010, 102, 3220, 102, 1010, 102, 2962, 10024, 5484, 102, 1010, 102, 1050, 102, 11937, 2102, 8569, 2140, 102, 1010, 102, 8418, 3070, 102, 1010, 102, 1054, 102, 13619, 102, 1010, 102, 1062, 5280, 5480, 102, 16660, 102]",95
281,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
282,"[14753, 10128, 10450, 102, 1010, 102, 8292, 3089, 102, 16660, 102]",11
283,"[1044, 102, 4682, 24316, 2063, 102, 1010, 102, 10514, 6895, 2226, 102, 16660, 102]",14
284,"[16660, 102, 16660, 102]",4
285,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
286,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
287,"[1041, 102, 10364, 7875, 22083, 102, 1010, 102, 7148, 7231, 6894, 102, 16660, 102]",14
288,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
289,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
290,"[1046, 102, 8473, 24066, 102, 1010, 102, 1048, 102, 2632, 1011, 14855, 4305, 2099, 102, 1010, 102, 1048, 102, 14324, 15094, 2072, 102, 1010, 102, 4241, 9335, 102, 1010, 102, 1042, 102, 9765, 21835, 102, 1010, 102, 1044, 102, 6754, 2545, 2368, 102, 1010, 102, 1047, 102, 11569, 3762, 102, 1010, 102, 1046, 102, 11320, 6199, 2121, 102, 1010, 102, 1042, 102, 2158, 16200, 10893, 102, 1010, 102, 1049, 29749, 27803, 2102, 29760, 102, 1010, 102, 1041, 102, 14415, 2140, 102, 1010, 102, 1048, 102, 21981, 21382, 28418, 2121, 102, 9033, 21693, 7716, 102, 2501, 102]",96
291,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
292,"[6845, 22612, 10521, 102, 1010, 102, 1050, 102, 20996, 17854, 7361, 28262, 102, 16660, 102]",15
293,"[14412, 9739, 3022, 102, 9033, 21693, 7716, 102, 2501, 102]",10
294,"[16660, 102, 16660, 102]",4
295,"[16660, 102, 16660, 102]",4
296,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
297,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
298,"[2225, 5804, 102, 1010, 102, 12849, 4757, 5804, 102, 1010, 102, 16254, 2121, 102, 1010, 102, 1043, 102, 22078, 8024, 28495, 102, 9033, 21693, 7716, 102, 2501, 102]",28
299,"[16660, 102, 9033, 21693, 7716, 102, 3034, 102]",8
300,"[16660, 102, 9033, 21693, 7716, 102, 2501, 102]",8
301,"[16660, 102, 16660, 102]",4
302,"[16660, 102, 16660, 102]",4
303,"[16660, 102, 16660, 102]",4
