,all_text_data,len
200,"[16660, 102, 23641, 102, 23254, 24096, 2683, 102]",8
201,"[2524, 102, 9297, 102, 16660, 102, 16660, 102]",8
202,"[16660, 102, 5795, 102, 16660, 102]",6
203,"[2276, 7301, 102, 1004, 102, 2436, 102, 10394, 102, 4629, 2666, 102, 16660, 102]",14
204,"[2276, 7301, 102, 1004, 102, 2436, 102, 10394, 102, 12170, 2278, 102, 7610, 2099, 14526, 1011, 2417, 102]",18
205,"[16660, 102, 9330, 102, 5692, 2615, 26976, 2575, 102]",9
206,"[2276, 7301, 102, 1004, 102, 2436, 102, 10394, 102, 24443, 2890, 2595, 102, 13710, 2475, 1011, 5840, 2692, 2509, 102]",20
207,"[16660, 102, 12140, 102, 16660, 102]",6
208,"[16660, 102, 6097, 18382, 102, 16660, 102]",7
209,"[14048, 102, 4957, 102, 8470, 102, 5470, 1011, 3770, 1011, 23923, 102]",12
210,"[4007, 102, 7481, 102, 2974, 102, 16660, 102]",8
211,"[2276, 7301, 102, 1004, 102, 2436, 102, 10394, 102, 12140, 102, 20294, 2692, 102]",14
212,"[8139, 102, 1011, 102, 2236, 102, 7473, 102, 17605, 102, 16660, 102]",12
213,"[16660, 102, 16660, 102, 16660, 102]",6
214,"[16660, 102, 16660, 102, 6109, 16068, 2549, 102]",8
215,"[16660, 102, 6901, 102, 2974, 102, 16660, 102]",8
216,"[16660, 102, 1056, 1011, 4684, 102, 11899, 2683, 2620, 102]",10
217,"[18833, 102, 9297, 102, 16660, 102, 16660, 102]",8
218,"[23378, 102, 16611, 102, 16660, 102, 16660, 102]",8
219,"[12328, 102, 16660, 102, 1040, 2629, 2094, 1011, 2199, 25746, 102]",11
220,"[12191, 102, 7588, 102, 9078, 2099, 102, 1048, 2595, 1012, 5939, 2615, 2692, 2509, 102, 1012, 6185, 2487, 102]",19
221,"[16660, 102, 16660, 102, 1056, 2290, 2243, 1011, 10424, 14142, 2692, 102]",12
222,"[16660, 102, 4895, 5178, 2078, 102, 16660, 102]",8
223,"[16660, 102, 16660, 102, 16660, 102]",6
224,"[16660, 102, 16660, 102, 7987, 2487, 102]",7
225,"[16660, 102, 15196, 102, 14668, 102, 16660, 102]",8
226,"[8139, 102, 1011, 102, 2236, 102, 5917, 3540, 102, 16660, 102]",11
227,"[16660, 102, 16660, 102, 16660, 102]",6
228,"[2694, 102, 16611, 102, 16660, 102, 10751, 16068, 2361, 102]",10
229,"[16660, 102, 11333, 9006, 102, 6627, 102, 13058, 1012, 102, 13866, 2243, 21084, 2692, 102]",15
230,"[8139, 102, 1011, 102, 2236, 102, 16660, 102, 22889, 16846, 10354, 11387, 102]",13
231,"[16660, 102, 3341, 102, 6627, 102, 21877, 19317, 23833, 2692, 2549, 102]",12
232,"[16660, 102, 6335, 2226, 2615, 102, 24582, 2213, 11387, 16558, 2243, 102]",12
233,"[8139, 102, 1011, 102, 2236, 102, 16660, 102, 18833, 2475, 25459, 8029, 2509, 102]",14
234,"[16660, 102, 25375, 102, 3482, 102, 16660, 102]",8
235,"[16660, 102, 12140, 102, 13285, 2692, 2581, 102]",8
236,"[16660, 102, 16660, 102, 29327, 2620, 2475, 102]",8
237,"[16660, 102, 16216, 102, 6421, 21486, 2487, 102]",8
238,"[23378, 102, 16611, 102, 25033, 2239, 102, 15463, 102, 16660, 102]",11
239,"[16660, 102, 5658, 3351, 2906, 102, 16660, 102]",8
240,"[15410, 102, 16660, 102, 16660, 102]",6
241,"[8139, 102, 1011, 102, 2236, 102, 6522, 102, 6522, 102, 6352, 2692, 26807, 102]",14
242,"[16660, 102, 2695, 1011, 2009, 102, 3515, 2683, 2100, 2860, 102]",11
243,"[16660, 102, 1051, 27966, 102, 6786, 102, 1051, 27966, 4757, 2094, 19317, 2615, 2102, 2595, 2063, 21057, 2290, 102]",19
244,"[8139, 102, 1011, 102, 2236, 102, 4830, 1011, 5507, 2063, 102, 6445, 2683, 26187, 102]",15
245,"[16660, 102, 16660, 102, 16660, 102]",6
246,"[16660, 102, 16660, 102, 16660, 102]",6
247,"[4007, 102, 25353, 2386, 26557, 102, 25353, 12458, 2094, 14526, 22932, 2629, 12458, 102]",14
248,"[16660, 102, 16660, 102, 16660, 102]",6
249,"[8139, 102, 1011, 102, 2236, 102, 16660, 102, 16660, 102]",10
250,"[2160, 102, 16283, 2015, 102, 16660, 102, 16660, 102]",9
251,"[16660, 102, 16660, 102, 16660, 102]",6
252,"[16660, 102, 9932, 13876, 5937, 102, 16660, 102]",8
253,"[16660, 102, 6090, 3022, 12356, 102, 16660, 102]",8
254,"[16660, 102, 16660, 102, 1056, 10258, 2290, 29345, 21600, 2549, 22117, 102]",12
255,"[14048, 102, 22834, 3351, 2906, 102, 1043, 6169, 16576, 22022, 102]",11
256,"[16660, 102, 16941, 11452, 102, 9683, 102]",7
257,"[16660, 102, 2553, 102, 7961, 102, 16660, 102]",8
258,"[16660, 102, 16660, 102, 16660, 102]",6
259,"[16660, 102, 16660, 102, 27743, 1011, 25604, 16068, 2475, 102]",10
260,"[23557, 102, 16660, 102, 16660, 102]",6
261,"[23557, 102, 16660, 102, 16660, 102]",6
262,"[16660, 102, 16660, 102, 22343, 14526, 2683, 102]",8
263,"[16660, 102, 16660, 102, 16660, 102]",6
264,"[16660, 102, 8903, 28478, 102, 16660, 102]",7
265,"[16660, 102, 8412, 102, 2632, 2278, 1011, 1042, 2575, 2475, 2050, 102]",12
266,"[16660, 102, 22834, 4168, 3654, 102, 16660, 102]",8
267,"[2276, 7301, 102, 1004, 102, 2436, 102, 10394, 102, 16660, 102, 16660, 102]",13
268,"[8139, 102, 1011, 102, 2236, 102, 15315, 2497, 102, 3572, 102, 16660, 102]",13
269,"[16660, 102, 16660, 102]",4
270,"[2276, 7301, 102, 1004, 102, 2436, 102, 10394, 102, 16660, 102, 4293, 22275, 2581, 102]",15
271,"[16660, 102, 16660, 102, 16660, 102]",6
272,"[16660, 102, 12140, 102, 16660, 102]",6
273,"[14048, 102, 16660, 102, 16660, 102]",6
274,"[2276, 7301, 102, 1004, 102, 2436, 102, 10394, 102, 1040, 24335, 2080, 102, 10332, 15136, 102]",16
275,"[2276, 7301, 102, 1004, 102, 2436, 102, 10394, 102, 16660, 102, 16660, 102]",13
276,"[8139, 102, 1011, 102, 2236, 102, 16660, 102, 1058, 21600, 2497, 2243, 2497, 2487, 102]",15
277,"[18833, 102, 9297, 102, 4958, 102, 3638, 102, 20383, 16425, 2278, 1013, 3590, 18259, 102, 1011, 1018, 102]",18
278,"[8139, 102, 1011, 102, 2236, 102, 4830, 1011, 5507, 2063, 102, 6486, 2683, 23499, 102]",15
279,"[16660, 102, 16660, 102, 16660, 102]",6
280,"[8139, 102, 1011, 102, 2236, 102, 4830, 1011, 5507, 2063, 102, 28474, 2683, 2683, 102]",15
281,"[16660, 102, 2279, 8059, 102, 15333, 14277, 4215, 1011, 23923, 102]",11
282,"[16660, 102, 16660, 102, 16660, 102]",6
283,"[16660, 102, 16660, 102, 16660, 102]",6
284,"[16660, 102, 16660, 102, 1060, 11431, 29345, 14526, 8889, 11649, 102]",11
285,"[16660, 102, 18851, 102, 16660, 102]",6
286,"[23378, 102, 16611, 102, 16660, 102, 16660, 102]",8
287,"[12191, 102, 7588, 102, 16660, 102, 16660, 102]",8
288,"[8139, 102, 1011, 102, 2236, 102, 16660, 102, 16660, 102]",10
289,"[16660, 102, 16660, 102, 16660, 102]",6
290,"[23378, 102, 16611, 102, 16660, 102, 16660, 102]",8
291,"[8139, 102, 1011, 102, 2236, 102, 16660, 102, 1042, 2620, 2063, 21084, 2620, 102]",14
292,"[16660, 102, 2553, 102, 7961, 102, 6036, 28311, 2683, 102]",10
293,"[16660, 102, 2522, 3762, 102, 26226, 12521, 2487, 102]",9
294,"[16660, 102, 9033, 8004, 102, 18414, 1011, 2720, 8889, 12521, 1011, 1055, 2487, 102]",14
295,"[16660, 102, 2553, 102, 7961, 102, 12567, 12376, 2629, 102]",10
296,"[8139, 102, 1011, 102, 2236, 102, 16660, 102, 1042, 2620, 2078, 17134, 2475, 1011, 1038, 13687, 102]",17
297,"[16660, 102, 16660, 102, 2208, 9006, 102, 4029, 2581, 102]",10
298,"[16660, 102, 3579, 102]",4
299,"[8139, 102, 1011, 102, 2236, 102, 16660, 102, 9706, 2497, 1011, 2199, 24096, 102]",14
300,"[16660, 102, 23641, 102, 11816, 12521, 2549, 102]",8
301,"[8139, 102, 1011, 102, 2236, 102, 23641, 102, 13029, 16068, 2475, 102]",12
302,"[16660, 102, 8530, 102, 16660, 102]",6
303,"[23378, 102, 16611, 102, 9514, 102, 5511, 25746, 2487, 102]",10
304,"[8139, 102, 1011, 102, 2236, 102, 2203, 19966, 102, 12104, 2620, 2549, 102]",13
305,"[16660, 102, 1058, 2581, 102, 16660, 102]",7
306,"[2482, 102, 12991, 2015, 102, 16660, 102, 16660, 102]",9
307,"[15410, 102, 16660, 102, 16660, 102]",6
308,"[14048, 102, 16660, 102, 16660, 102]",6
309,"[16660, 102, 18798, 16059, 102, 4601, 2226, 25746, 27009, 102]",10
310,"[8139, 102, 1011, 102, 2236, 102, 16660, 102, 16660, 102]",10
311,"[16660, 102, 8903, 28478, 102, 3293, 102, 23254, 18613, 2497, 2243, 102]",12
312,"[16660, 102, 16660, 102, 16660, 102]",6
313,"[16660, 102, 16660, 102, 16660, 102]",6
314,"[16660, 102, 3507, 2229, 102, 16660, 102]",7
315,"[16660, 102, 1052, 4890, 102, 1052, 1011, 1042, 8566, 2620, 18259, 14540, 1011, 1041, 2546, 102, 1013, 102, 9033, 2140, 102]",21
316,"[8139, 102, 1011, 102, 2236, 102, 16660, 102, 8040, 1011, 19330, 2213, 102]",13
317,"[23378, 102, 16611, 102, 9033, 8004, 102, 16660, 102]",9
318,"[16660, 102, 16660, 102, 19611, 2620, 2509, 102]",8
319,"[16660, 102, 2000, 6182, 3676, 102, 1040, 19716, 2575, 19841, 102]",11
320,"[16660, 102, 16660, 102, 1042, 3567, 19961, 26224, 102]",9
321,"[3328, 2666, 1011, 2831, 2666, 1013, 25188, 102, 12240, 102, 16660, 102]",12
322,"[16660, 102, 2553, 102, 7961, 102, 5354, 17788, 2509, 102]",10
323,"[16660, 102, 1062, 17275, 2884, 102, 28177, 10790, 2620, 2497, 102]",11
324,"[16660, 102, 16660, 102, 16660, 102]",6
325,"[16660, 102, 12306, 20715, 102, 6788, 14526, 2620, 102]",9
326,"[8139, 102, 1011, 102, 2236, 102, 2707, 15937, 102, 2358, 12521, 2475, 2571, 102]",14
327,"[8139, 102, 1011, 102, 2236, 102, 4830, 1011, 5507, 2063, 102, 22649, 2620, 2549, 102]",15
328,"[14048, 102, 16660, 102, 24471, 1011, 2260, 1011, 8934, 102]",10
329,"[16660, 102, 12034, 10450, 2213, 102, 20317, 2683, 2581, 102]",10
330,"[23378, 102, 16611, 102, 16660, 102, 8909, 2099, 19481, 2629, 26876, 102]",12
331,"[16660, 102, 23641, 102, 12904, 14142, 2692, 102]",8
332,"[16660, 102, 16660, 102, 16327, 2692, 17465, 102]",8
333,"[16660, 102, 16660, 102, 16660, 102]",6
334,"[16660, 102, 16660, 102, 1048, 18413, 22025, 2629, 2615, 2361, 2509, 102]",12
335,"[16660, 102, 12240, 102, 16660, 102]",6
