,all_text_data,len
70,"[16660, 102, 16660, 102, 16660, 102]",6
71,"[6302, 102, 3259, 102, 16660, 102, 16923, 2575, 2497, 2692, 21486, 102]",12
72,"[16660, 102, 2567, 102, 5890, 2278, 102]",7
73,"[16660, 102, 5795, 102, 15315, 20958, 2475, 102]",8
74,"[16660, 102, 16660, 102, 6421, 16086, 2487, 102]",8
75,"[16660, 102, 16660, 102, 16660, 102]",6
76,"[16660, 102, 16660, 102, 16660, 102]",6
77,"[16983, 23207, 2015, 102, 2548, 102, 20228, 17465, 8889, 102, 16983, 23207, 102]",13
78,"[16660, 102, 22017, 6824, 102, 26072, 2063, 102, 16660, 102]",10
79,"[3898, 102, 16167, 102, 17910, 2015, 102, 16660, 102, 16660, 102]",11
80,"[16660, 102, 11508, 9314, 102, 16660, 102]",7
81,"[16660, 102, 16660, 102, 20228, 2213, 2099, 2860, 26187, 102]",10
82,"[16660, 102, 7156, 102, 16660, 102]",6
83,"[16660, 102, 19087, 102, 16660, 102]",6
84,"[16660, 102, 8152, 3238, 102, 16420, 2575, 17914, 1011, 1055, 102]",11
85,"[16660, 102, 1046, 102, 3259, 102, 16660, 102]",8
86,"[5527, 102, 8312, 102, 4475, 102, 16660, 102, 16660, 102]",10
87,"[7588, 102, 16611, 102, 5796, 2072, 102, 16660, 102]",9
88,"[6140, 102, 14903, 102, 16660, 102, 1042, 4523, 1011, 9800, 2475, 102]",12
89,"[16660, 102, 16660, 102, 16660, 102]",6
90,"[9226, 102, 6462, 102, 3526, 102, 4098, 5349, 102, 1048, 2099, 23632, 102]",13
91,"[3617, 102, 3036, 102, 14520, 2015, 102, 16660, 102, 16660, 102]",11
92,"[16611, 102, 6067, 102, 16660, 102, 16660, 102]",8
93,"[9138, 102, 15041, 102, 4309, 2099, 102, 2567, 102, 28286, 1011, 10630, 2278, 102]",14
94,"[16660, 102, 16660, 102, 16660, 102]",6
95,"[16660, 102, 16660, 102, 16660, 102]",6
96,"[12328, 102, 16660, 102, 16660, 102]",6
97,"[16660, 102, 19337, 4939, 102, 1042, 2509, 2140, 21057, 2692, 1011, 5718, 1011, 3256, 1011, 1055, 102]",17
98,"[7588, 102, 16611, 102, 3269, 4948, 6558, 102, 16660, 102]",10
99,"[16660, 102, 16660, 102, 16660, 102]",6
100,"[16660, 102, 16660, 102, 16660, 102]",6
101,"[3572, 102, 12943, 2546, 102, 5292, 2692, 23777, 2629, 1011, 1049, 8889, 2629, 102]",14
102,"[6327, 102, 2524, 102, 9297, 102, 16660, 102, 16660, 102]",10
103,"[2436, 102, 8139, 102, 16222, 2080, 102, 16660, 102]",9
104,"[8021, 102, 16660, 102, 16660, 102]",6
105,"[16660, 102, 16660, 102, 9353, 1011, 27166, 2692, 23632, 2475, 1011, 1055, 2487, 102]",14
106,"[2132, 19093, 102, 16660, 102, 24622, 2620, 2050, 1011, 1058, 102]",11
107,"[2678, 102, 15196, 102, 15196, 102, 14668, 102, 16660, 102]",10
108,"[16660, 102, 16660, 102, 7558, 20958, 102]",7
109,"[9138, 102, 15041, 102, 4309, 2099, 102, 16660, 102, 16660, 102]",11
110,"[23557, 102, 2120, 102, 16660, 102]",6
111,"[16660, 102, 16660, 102, 16660, 102]",6
112,"[16660, 102, 2771, 5737, 9759, 102, 16660, 102]",8
113,"[16660, 102, 7513, 102, 1053, 3567, 1011, 2199, 24096, 102]",10
114,"[4773, 28727, 2015, 102, 16660, 102, 16660, 102]",8
115,"[4773, 28727, 2015, 102, 7513, 102, 16660, 102]",8
116,"[16660, 102, 21442, 18569, 2100, 102, 16660, 102]",8
117,"[16660, 102, 16660, 102, 16660, 102]",6
118,"[16660, 102, 8833, 4221, 2818, 102, 27743, 1011, 4002, 11387, 2620, 2487, 102]",13
119,"[16660, 102, 4830, 1011, 5507, 2063, 102, 16660, 102]",9
120,"[16660, 102, 2166, 9316, 102, 16660, 102]",7
121,"[2524, 102, 3298, 102, 17539, 2015, 102, 17244, 10665, 102, 16660, 102]",12
122,"[15041, 102, 10710, 102, 4309, 2099, 102, 17244, 10665, 102, 16660, 102]",12
123,"[16660, 102, 16660, 102, 14071, 1011, 19936, 2692, 102]",9
124,"[6327, 102, 2524, 102, 9297, 102, 16660, 102, 19123, 2620, 18139, 2226, 102]",13
125,"[5527, 102, 8312, 102, 4475, 102, 12849, 23597, 102, 16660, 102]",11
126,"[16660, 102, 12849, 23597, 102, 16660, 102]",7
127,"[16660, 102, 12849, 23597, 102, 6070, 2683, 16932, 2575, 2581, 102]",11
128,"[7588, 102, 16611, 102, 16660, 102, 1047, 2696, 1011, 16914, 10790, 28756, 2243, 2475, 102, 1013, 102, 1018, 16523, 102]",20
129,"[7588, 102, 16611, 102, 9803, 102, 1047, 21246, 28311, 17914, 14277, 1013, 1018, 2290, 102]",15
130,"[19363, 102, 17775, 102, 16660, 102]",6
131,"[5871, 102, 2557, 102, 8694, 2869, 102, 15581, 2545, 102, 16660, 102, 16660, 102]",14
132,"[16660, 102, 1046, 25465, 102, 1043, 2480, 1011, 20287, 24087, 2692, 102]",12
133,"[16611, 102, 6067, 102, 16660, 102, 16660, 102]",8
134,"[16660, 102, 16660, 102, 1062, 2361, 1011, 3998, 2063, 102]",10
135,"[3572, 102, 6335, 2226, 2615, 102, 16461, 2575, 15136, 2361, 8950, 102]",12
136,"[16660, 102, 14910, 10020, 9001, 102, 28941, 18827, 2692, 1011, 1015, 102]",12
137,"[23639, 102, 14658, 102, 3197, 102, 3673, 24759, 28495, 2869, 102, 16660, 102, 16660, 102]",15
138,"[16660, 102, 6522, 102, 1053, 11387, 20958, 2050, 102]",9
139,"[16660, 102, 17244, 10665, 102, 16660, 102]",7
140,"[10274, 102, 16660, 102, 1038, 1011, 6564, 21084, 1011, 17207, 19317, 21926, 2575, 2509, 102]",15
141,"[2951, 102, 22998, 102, 16660, 102, 1039, 28311, 2692, 2581, 2050, 102]",12
142,"[3638, 102, 4003, 102, 8141, 102, 16660, 102, 13675, 2575, 21057, 2692, 102]",13
143,"[9353, 102, 15581, 2545, 102, 16660, 102, 16660, 102]",9
144,"[11503, 27108, 13375, 102, 16660, 102, 16660, 102]",8
145,"[16660, 102, 16660, 102, 16660, 102]",6
146,"[16660, 102, 16660, 102, 16660, 102]",6
147,"[10710, 15759, 102, 15041, 102, 10710, 102, 16660, 102, 16660, 102]",11
148,"[16660, 102, 16660, 102, 16660, 102]",6
149,"[16660, 102, 16660, 102, 23290, 11387, 2595, 2860, 2615, 2475, 1011, 5034, 2213, 102]",14
150,"[3638, 102, 3341, 102, 23532, 1011, 27517, 2692, 1011, 21877, 102]",11
151,"[16660, 102, 1040, 24335, 2080, 102, 20405, 2581, 2575, 102]",10
152,"[4950, 102, 10274, 102, 16660, 102, 16660, 102]",8
153,"[16660, 102, 16660, 102, 16660, 102]",6
154,"[15041, 102, 10710, 102, 4309, 2099, 102, 16660, 102, 16660, 102]",11
155,"[15041, 102, 16611, 102, 1060, 10624, 2595, 102, 16660, 102]",10
156,"[3638, 102, 5329, 102, 2663, 26557, 102, 1017, 16715, 2271, 2094, 2620, 18259, 2278, 2575, 1011, 1054, 102]",18
157,"[14058, 102, 11640, 102, 1048, 2290, 102, 1048, 2290, 102, 16222, 6030, 3207, 102, 1058, 2595, 26976, 8889, 102]",19
158,"[6327, 102, 2524, 102, 9297, 102, 12034, 10450, 2213, 102, 5986, 25746, 2581, 102]",14
159,"[4966, 1011, 8223, 102, 15303, 102, 16660, 102, 16660, 102]",10
160,"[16660, 102, 16660, 102, 16660, 102]",6
161,"[16660, 102, 1058, 2581, 102, 16660, 102]",7
162,"[16660, 102, 7929, 2072, 102, 2951, 102, 16660, 102]",9
163,"[16660, 102, 16660, 102, 1052, 26976, 2620, 1011, 4002, 2575, 1011, 10958, 102]",13
164,"[16660, 102, 16660, 102, 16660, 102]",6
165,"[18833, 102, 2897, 102, 15581, 2545, 102, 16660, 102, 16660, 102]",11
166,"[16660, 102, 9874, 7159, 102, 16660, 102]",7
167,"[18833, 102, 2897, 102, 15581, 2545, 102, 16660, 102, 1056, 2140, 1011, 1059, 2078, 2581, 19317, 2078, 102]",18
168,"[14048, 102, 3688, 102, 1056, 2361, 1011, 4957, 102, 1056, 2140, 1011, 14405, 18827, 2692, 2575, 2050, 102]",18
169,"[16660, 102, 2702, 3676, 102, 6191, 2620, 1011, 4185, 2549, 102]",11
170,"[7588, 102, 16611, 102, 16660, 102, 15180, 24096, 2271, 2475, 102]",11
171,"[16660, 102, 16660, 102, 16660, 102]",6
172,"[2132, 19093, 102, 16660, 102, 9108, 2099, 1011, 4654, 19481, 14277, 102, 1013, 102, 1058, 2497, 102]",17
173,"[10014, 102, 16611, 102, 16660, 102, 16660, 102]",8
174,"[7588, 102, 16611, 102, 16660, 102, 2358, 16703, 8889, 2692, 2629, 2213, 2532, 10790, 2290, 1011, 1054, 2243, 102]",19
175,"[26315, 102, 16660, 102, 16660, 102]",6
176,"[5746, 102, 2678, 102, 16611, 102, 16660, 102, 9108, 2050, 1011, 26314, 102]",13
177,"[7588, 102, 16611, 102, 16660, 102, 2531, 24594, 2509, 2140, 102]",11
178,"[16660, 102, 16660, 102, 17371, 2278, 2546, 2232, 1011, 4002, 2475, 2290, 1011, 17350, 2487, 102]",16
179,"[16660, 102, 16660, 102, 16660, 102]",6
180,"[6046, 102, 18649, 102, 16660, 102, 16660, 102]",8
181,"[24888, 2213, 102, 15924, 102, 19337, 4939, 102, 16660, 102]",10
182,"[16660, 102, 16660, 102, 3938, 14142, 2692, 102]",8
183,"[16660, 102, 2695, 1011, 2009, 102, 5179, 2509, 2099, 102]",10
184,"[16660, 102, 16660, 102, 16660, 102]",6
185,"[16660, 102, 7156, 102, 24529, 1011, 17350, 2575, 2581, 2549, 2099, 102]",12
186,"[16660, 102, 19087, 102, 16660, 102]",6
187,"[16660, 102, 16660, 102, 5718, 27009, 2509, 102]",8
188,"[11503, 27108, 13375, 102, 16660, 102, 17371, 2099, 1011, 1055, 19841, 2243, 102]",13
189,"[11601, 3238, 102, 7026, 2015, 102, 6090, 3022, 12356, 102, 16660, 102]",12
190,"[6904, 2595, 102, 6681, 102, 6090, 3022, 12356, 102, 16660, 102]",11
191,"[18833, 102, 5956, 102, 9297, 102, 16660, 102, 16660, 102]",10
192,"[9019, 102, 8000, 102, 25025, 2015, 102, 9353, 2361, 102, 2771, 19892, 2226, 1011, 25604, 102]",16
193,"[16660, 102, 16660, 102, 16660, 102]",6
194,"[16660, 102, 7367, 2232, 102, 16660, 102]",7
195,"[16660, 102, 9514, 102, 16660, 102]",6
196,"[16660, 102, 2065, 3217, 2290, 2480, 102, 16660, 102]",9
197,"[2482, 102, 5746, 102, 2678, 102, 16660, 102, 16660, 102]",10
198,"[16660, 102, 6522, 102, 6522, 12521, 2278, 102]",8
199,"[16660, 102, 9413, 3995, 15312, 102, 16660, 102]",8
200,"[16660, 102, 2567, 102, 16660, 102]",6
201,"[16660, 102, 4830, 1011, 5507, 2063, 102, 16660, 102]",9
202,"[16660, 102, 2089, 4179, 102, 16660, 102]",7
203,"[16660, 102, 16660, 102, 18133, 2290, 2581, 2497, 2243, 102]",10
204,"[19363, 102, 2708, 102, 12464, 6820, 2497, 102]",8
205,"[16660, 102, 16660, 102, 16660, 102]",6
206,"[16660, 102, 2567, 102, 16660, 102]",6
207,"[12191, 2015, 102, 9078, 2099, 102, 2004, 28311, 22394, 2480, 1011, 4008, 19961, 102]",14
208,"[16660, 102, 16660, 102, 16660, 102]",6
209,"[5746, 102, 2678, 102, 16611, 102, 16660, 102, 16660, 102]",10
210,"[12328, 102, 1058, 2581, 102, 16660, 102]",7
211,"[26885, 102, 8141, 102, 8412, 102, 16660, 102]",8
212,"[16660, 102, 2484, 1013, 1021, 102, 3572, 102, 16660, 102]",10
213,"[15196, 102, 6970, 8663, 2638, 16649, 102, 16660, 102, 23776, 1011, 2938, 2050, 1011, 4654, 2102, 102]",17
214,"[16660, 102, 16660, 102, 16660, 102]",6
215,"[16660, 102, 16660, 102, 16660, 102]",6
216,"[16660, 102, 7929, 2072, 102, 2951, 102, 16660, 102]",9
217,"[16611, 102, 6067, 102, 17324, 2140, 2860, 7317, 102, 16660, 102]",11
218,"[11454, 102, 15986, 102, 18628, 102, 2777, 2527, 102, 5585, 1011, 4805, 22932, 102]",14
219,"[9138, 102, 15041, 102, 4309, 2099, 102, 16660, 102, 16660, 102]",11
220,"[16660, 102, 16660, 102, 1048, 3270, 8889, 24096, 102]",9
221,"[2436, 102, 8139, 102, 16660, 102, 16660, 102]",8
222,"[16660, 102, 9330, 102, 16660, 102]",6
223,"[16660, 102, 9330, 102, 28135, 2629, 2497, 24096, 2487, 102]",10
224,"[16660, 102, 16222, 2080, 102, 16660, 102]",7
225,"[16660, 102, 17244, 10665, 102, 16660, 102]",7
226,"[22229, 102, 16660, 102, 16660, 102]",6
227,"[14048, 102, 3688, 102, 10047, 3370, 102, 16660, 102]",9
228,"[8744, 102, 2865, 102, 16660, 102, 16660, 102]",8
229,"[16983, 19185, 102, 6067, 102, 16660, 102, 16660, 102]",9
230,"[3274, 102, 16611, 102, 16660, 102, 16660, 102]",8
231,"[23557, 102, 16660, 102, 16660, 102]",6
232,"[16660, 102, 16660, 102, 16660, 102]",6
233,"[16983, 19185, 102, 6067, 102, 8514, 102, 16660, 102]",9
234,"[14021, 5596, 13375, 102, 16660, 102, 16660, 102]",8
235,"[3274, 102, 16611, 102, 17244, 10665, 102, 16660, 102]",9
236,"[3274, 102, 16611, 102, 6522, 102, 16660, 102]",8
237,"[16660, 102, 2035, 28793, 102, 16660, 102]",7
238,"[16660, 102, 16660, 102, 16660, 102]",6
239,"[16660, 102, 16660, 102, 16660, 102]",6
240,"[5746, 102, 2678, 102, 16611, 102, 19493, 102, 16660, 102]",10
241,"[5746, 102, 15196, 102, 16660, 102, 16660, 102]",8
242,"[7588, 102, 16611, 102, 23564, 2595, 102, 16660, 102]",9
243,"[8000, 102, 19586, 102, 16660, 102, 16660, 102]",8
244,"[3572, 102, 16660, 102, 16660, 102]",6
245,"[16660, 102, 17775, 102, 16660, 102]",6
246,"[8031, 102, 3698, 102, 6067, 102, 16660, 102, 16660, 102]",10
247,"[16660, 102, 1017, 2213, 102, 16660, 102]",7
248,"[16660, 102, 16660, 102, 16660, 102]",6
249,"[16660, 102, 16660, 102, 16660, 102]",6
250,"[3274, 102, 16611, 102, 16660, 102, 16660, 102]",8
251,"[16983, 19185, 102, 6067, 102, 4410, 102, 16660, 102]",9
252,"[16660, 102, 2604, 102, 12043, 2015, 102, 16660, 102]",9
253,"[16660, 102, 16660, 102, 16660, 102]",6
254,"[11103, 2015, 102, 16222, 2080, 102, 16660, 102]",8
255,"[5527, 102, 8312, 102, 4475, 102, 16660, 102, 16660, 102]",10
256,"[6269, 102, 16660, 102, 16660, 102]",6
257,"[16660, 102, 16660, 102, 16660, 102]",6
258,"[16660, 102, 16660, 102, 16660, 102]",6
259,"[16983, 19185, 102, 6067, 102, 16660, 102, 16660, 102]",9
260,"[16660, 102, 7069, 102, 16660, 102]",6
261,"[15196, 102, 6970, 8663, 2638, 16649, 102, 16222, 5349, 102, 16660, 102]",12
262,"[16660, 102, 16660, 102, 16660, 102]",6
263,"[5527, 102, 8312, 102, 4475, 102, 13316, 2099, 102, 16660, 102]",11
264,"[6269, 102, 8123, 102, 16660, 102]",6
265,"[3274, 102, 16611, 102, 6156, 102, 16660, 102]",8
266,"[5746, 102, 2678, 102, 16611, 102, 16660, 102, 16660, 102]",10
267,"[16660, 102, 16660, 102, 16660, 102]",6
268,"[23557, 102, 16660, 102, 16660, 102]",6
269,"[16660, 102, 19087, 102, 16660, 102]",6
270,"[25339, 102, 18628, 102, 16660, 102, 16660, 102]",8
271,"[16660, 102, 16660, 102, 16660, 102]",6
272,"[16660, 102, 16660, 102, 16660, 102]",6
273,"[22229, 102, 20315, 2072, 102, 16660, 102]",7
274,"[22229, 102, 14397, 2239, 102, 16660, 102]",7
275,"[16660, 102, 16660, 102, 16660, 102]",6
276,"[1038, 2094, 1011, 1054, 102, 15303, 102, 16660, 102, 16660, 102]",11
277,"[1038, 2094, 1011, 1054, 102, 15303, 102, 16660, 102, 16660, 102]",11
278,"[16660, 102, 10189, 102, 16660, 102]",6
279,"[16660, 102, 16660, 102, 16660, 102]",6
280,"[16660, 102, 14383, 7559, 102, 16660, 102]",7
281,"[16660, 102, 16660, 102, 16660, 102]",6
282,"[16660, 102, 23713, 4215, 102, 16660, 102]",7
283,"[16660, 102, 7929, 2072, 102, 16660, 102]",7
284,"[16983, 19185, 102, 6067, 102, 16660, 102, 16660, 102]",9
285,"[16660, 102, 2659, 21621, 102, 16660, 102]",7
286,"[16660, 102, 4830, 1011, 5507, 2063, 102, 16660, 102]",9
287,"[7588, 102, 16611, 102, 16660, 102, 16660, 102]",8
288,"[16660, 102, 16660, 102, 16660, 102]",6
289,"[23557, 102, 16660, 102, 16660, 102]",6
290,"[5746, 102, 2678, 102, 16611, 102, 16660, 102, 25246, 14526, 102]",11
291,"[16660, 102, 16660, 102, 16660, 102]",6
292,"[16983, 19185, 102, 6067, 102, 15488, 13775, 102, 16660, 102]",10
293,"[12191, 102, 5658, 8654, 102, 3274, 102, 16611, 102, 16660, 102, 16660, 102]",13
294,"[16660, 102, 16660, 102, 16660, 102]",6
295,"[16660, 102, 16660, 102, 16660, 102]",6
296,"[16660, 102, 6335, 2226, 2615, 102, 16660, 102]",8
297,"[5527, 102, 8312, 102, 4475, 102, 16660, 102, 16660, 102]",10
298,"[5527, 102, 8312, 102, 4475, 102, 25375, 102, 3482, 102, 16660, 102]",12
299,"[14658, 102, 12375, 102, 4007, 102, 16660, 102, 16660, 102]",10
300,"[7588, 102, 16611, 102, 16660, 102, 16660, 102]",8
301,"[16660, 102, 5415, 102, 16660, 102]",6
302,"[5527, 102, 8312, 102, 4475, 102, 13284, 102, 16660, 102]",10
303,"[16660, 102, 12140, 102, 16660, 102]",6
304,"[13996, 102, 12117, 102, 4830, 1011, 5507, 2063, 102, 16660, 102]",11
305,"[16660, 102, 6090, 3334, 102, 2194, 102, 16660, 102]",9
306,"[12058, 102, 16167, 2015, 102, 16660, 102, 16660, 102]",9
307,"[16983, 19185, 102, 6067, 102, 15488, 13775, 102, 16660, 102]",10
308,"[16660, 102, 4345, 102, 16660, 102]",6
309,"[16660, 102, 16660, 102, 16660, 102]",6
310,"[8031, 102, 3698, 102, 6067, 102, 6018, 102, 16660, 102]",10
311,"[23557, 102, 16660, 102, 16660, 102]",6
312,"[5746, 102, 2678, 102, 16611, 102, 2449, 102, 3120, 102, 16660, 102]",12
313,"[16660, 102, 1040, 24335, 2080, 102, 16660, 102]",8
314,"[16660, 102, 5746, 1011, 6627, 12782, 102, 16660, 102]",9
315,"[16660, 102, 16660, 102, 16660, 102]",6
316,"[16660, 102, 16660, 102, 16660, 102]",6
317,"[3274, 102, 16611, 102, 16660, 102, 16660, 102]",8
318,"[5527, 102, 8312, 102, 4475, 102, 16660, 102, 16660, 102]",10
319,"[16660, 102, 16660, 102, 16660, 102]",6
320,"[16983, 19185, 102, 6067, 102, 16660, 102, 16660, 102]",9
321,"[23557, 102, 16660, 102, 16660, 102]",6
322,"[16660, 102, 16660, 102, 16660, 102]",6
323,"[3274, 102, 16611, 102, 7370, 4179, 102, 16660, 102]",9
324,"[16660, 102, 17919, 102, 16660, 102]",6
325,"[16660, 102, 6522, 102, 16660, 102]",6
326,"[3274, 102, 16611, 102, 16660, 102, 16660, 102]",8
327,"[16660, 102, 16660, 102, 16660, 102]",6
328,"[16660, 102, 18332, 102, 16660, 102]",6
329,"[16983, 19185, 102, 6067, 102, 15488, 13775, 102, 16660, 102]",10
330,"[5746, 102, 2678, 102, 16611, 102, 10189, 102, 16660, 102]",10
331,"[16660, 102, 16660, 102, 16660, 102]",6
332,"[12191, 102, 5658, 8654, 102, 3274, 102, 16611, 102, 16660, 102, 16660, 102]",13
333,"[28847, 102, 13324, 102, 2567, 102, 22975, 22022, 2480, 102]",10
334,"[16660, 102, 16660, 102, 16660, 102]",6
335,"[9138, 102, 15041, 102, 4309, 2099, 102, 2567, 102, 28286, 1011, 21267, 102]",13
336,"[7588, 102, 16611, 102, 16660, 102, 16660, 102]",8
337,"[16660, 102, 2567, 102, 16660, 102]",6
338,"[16660, 102, 16660, 102, 16660, 102]",6
339,"[2828, 15994, 2015, 102, 16660, 102, 19875, 1011, 3998, 102]",10
340,"[9138, 102, 2035, 1011, 1999, 1011, 2028, 102, 23557, 102, 2567, 102, 1049, 11329, 1011, 6205, 11387, 2278, 2078, 102]",20
341,"[9138, 102, 2035, 1011, 1999, 1011, 2028, 102, 23557, 102, 2567, 102, 16660, 102]",14
342,"[2828, 15994, 2015, 102, 2567, 102, 16660, 102]",8
343,"[10710, 15759, 102, 15041, 102, 10710, 102, 2567, 102, 29215, 1011, 4601, 2278, 102]",14
344,"[15196, 102, 6970, 8663, 2638, 16649, 102, 2567, 102, 13316, 2683, 18613, 2232, 102]",14
345,"[16660, 102, 2567, 102, 16660, 102]",6
346,"[10710, 15759, 102, 15041, 102, 10710, 102, 11892, 102, 2852, 25746, 2692, 102]",13
347,"[9138, 102, 15041, 102, 4309, 2099, 102, 2567, 102, 2852, 21619, 2692, 102]",13
348,"[16660, 102, 2567, 102, 2852, 17788, 2692, 102]",8
349,"[28847, 102, 13324, 102, 2567, 102, 1040, 2243, 1011, 19594, 2475, 102]",12
350,"[10710, 15759, 102, 15041, 102, 10710, 102, 16660, 102, 16660, 102]",11
351,"[8744, 102, 2865, 102, 16660, 102, 1056, 2480, 2015, 18827, 2487, 102]",12
352,"[16660, 102, 12895, 14650, 102, 23297, 2692, 102]",8
353,"[16660, 102, 16660, 102, 25430, 2213, 1011, 4278, 1011, 1038, 2140, 102]",12
354,"[3572, 102, 15114, 102, 16660, 102, 8917, 1011, 27533, 1011, 1038, 2595, 102]",13
